Iteration	Posterior	Likelihood	Prior	alpha_g	epsilon	extinction	gamma_cats[1]	gamma_cats[2]	gamma_cats[3]	gamma_cats[4]	mu[1]	mu[2]	mu[3]	mu[4]	mu[5]	mu[6]	mu[7]	mu[8]	mu[9]	mu[10]	mu[11]	mu[12]	mu[13]	mu[14]	mu[15]	mu[16]	mu[17]	mu[18]	mu[19]	mu[20]	mu[21]	mu[22]	mu[23]	mu[24]	mu[25]	mu[26]	mu[27]	mu[28]	mu[29]	mu[30]	mu[31]	mu[32]	mu[33]	mu[34]	mu[35]	mu[36]	mu[37]	mu[38]	mu[39]	mu[40]	mu[41]	mu[42]	mu[43]	mu[44]	mu[45]	mu[46]	mu[47]	mu[48]	mu[49]	mu[50]	mu[51]	mu[52]	mu[53]	mu[54]	mu[55]	mu[56]	mu[57]	mu[58]	mu[59]	mu[60]	mu[61]	mu[62]	pi[1]	pi[2]	pi[3]	pi[4]	r[1]	r[2]	r[3]	r[4]	r[5]	r[6]	speciation
7340	-30353.3	-30396.3	42.9253	0.207698	0.0248214	0.134388	0.00068609	0.038331	0.403448	3.55754	0.226622	0.116762	0.112353	0.123406	0.194852	0.144827	0.0941793	0.0747221	0.146715	0.0472655	0.0589109	0.0586307	0.064053	0.0358744	0.0861365	0.126861	0.0891533	0.0885746	0.0712832	0.0884058	0.0894855	0.090241	0.140074	0.112528	0.0778534	0.093808	0.145951	0.100453	0.346685	0.111455	0.103113	0.151786	0.0488937	0.0822322	0.0855521	0.227813	0.049767	0.0624563	0.0664009	0.0493037	0.0672029	0.0760869	0.0647575	0.084137	0.0859099	0.0314438	0.0661068	0.0966657	0.0920972	0.0901558	0.0972862	0.104734	0.0704239	0.0584525	0.0330139	0.0433846	0.0790473	0.114116	0.138115	0.0298506	0.0923116	0.14904	0.251206	0.199836	0.238939	0.31002	0.0236487	0.258929	0.345913	0.0206386	0.313572	0.0372975	5.41419
7350	-30363.7	-30405.1	41.4041	0.201613	0.165211	1.07988	0.000561362	0.034711	0.387854	3.57687	0.252706	0.114811	0.0804966	0.105433	0.185837	0.169065	0.0908712	0.0657224	0.142958	0.0656204	0.0749046	0.0497629	0.086852	0.0580599	0.0732434	0.119551	0.0846467	0.0829961	0.0531971	0.0792736	0.0916201	0.0846199	0.162029	0.103276	0.0828893	0.0891967	0.140953	0.108297	0.400736	0.12006	0.0944232	0.183701	0.0627734	0.0403627	0.0850269	0.0803423	0.0633526	0.0847351	0.0438608	0.0582269	0.0726519	0.18479	0.0982205	0.113798	0.0717951	0.0217302	0.0601505	0.091848	0.0465418	0.131534	0.0936776	0.0978855	0.0934844	0.0606948	0.0229613	0.0981348	0.0643276	0.152918	0.0775446	0.0896188	0.0583196	0.0623212	0.243438	0.204314	0.244294	0.307954	0.0239072	0.26176	0.349695	0.0121064	0.317	0.0355313	6.53639
7360	-30362	-30396.3	34.3398	0.201504	0.0169893	0.1032	0.000559285	0.0346474	0.387571	3.57722	0.227957	0.116848	0.104806	0.155329	0.220495	0.13459	0.0946116	0.0642815	0.138942	0.0781648	0.0817801	0.0368535	0.090913	0.0409515	0.0767187	0.124305	0.116944	0.119252	0.0693142	0.0780499	0.097433	0.0972818	0.174977	0.0794772	0.086713	0.100495	0.172574	0.104743	0.385261	0.10911	0.108665	0.149752	0.118145	0.115511	0.0965981	0.0370397	0.0356696	0.0484478	0.172762	0.0591999	0.0583571	0.115209	0.0978186	0.0359732	0.100836	0.0194328	0.0552519	0.132685	0.0780047	0.140922	0.106836	0.105111	0.0852074	0.16199	0.0272598	0.123491	0.0458962	0.116692	0.057416	0.0246487	0.0353219	0.0443288	0.243325	0.204683	0.244181	0.307811	0.0257755	0.25861	0.345486	0.0179609	0.313185	0.0389824	6.07437
7370	-30367.6	-30399.5	31.92	0.208137	0.188692	1.16485	0.000695781	0.0385976	0.404558	3.55615	0.225156	0.112561	0.100561	0.154103	0.188796	0.141428	0.0903213	0.0792033	0.149721	0.0533708	0.0604075	0.0284146	0.0907809	0.0459522	0.0897805	0.118345	0.104178	0.105437	0.0558536	0.0758491	0.0995842	0.0987391	0.171013	0.104145	0.083982	0.0937439	0.132493	0.0934412	0.365298	0.107701	0.109943	0.141506	0.123745	0.154469	0.110578	0.0763237	0.064142	0.0332438	0.0902001	0.0775557	0.157498	0.0762147	0.149319	0.0401835	0.126632	0.0187219	0.189054	0.097935	0.0756355	0.194492	0.0900835	0.160429	0.16991	0.139856	0.0528383	0.0695162	0.0774862	0.127021	0.215969	0.0527991	0.0682522	0.0530482	0.249008	0.186108	0.249883	0.315	0.0325256	0.256818	0.343093	0.0178365	0.311015	0.0387124	6.17331
7380	-30359.6	-30402.8	43.2572	0.200539	0.0517762	0.302117	0.000541154	0.0340872	0.385064	3.58031	0.238658	0.121059	0.109271	0.0828172	0.186565	0.151738	0.0947643	0.0808629	0.130893	0.0595104	0.0739444	0.0395009	0.0572374	0.0417241	0.0738252	0.119406	0.106559	0.0789355	0.047097	0.0722053	0.1023	0.0818498	0.123531	0.0879574	0.108595	0.102369	0.156024	0.0881245	0.345333	0.117074	0.113384	0.147347	0.0953367	0.158303	0.0747046	0.0415162	0.0385925	0.103215	0.136329	0.100184	0.157977	0.0887224	0.0542404	0.097534	0.115484	0.0186793	0.131414	0.06524	0.081127	0.135758	0.0826577	0.082041	0.0848571	0.0349437	0.0657367	0.107281	0.0841224	0.134277	0.051532	0.0865403	0.0669699	0.0771628	0.249008	0.186108	0.249883	0.315	0.0321644	0.253966	0.339282	0.0176384	0.318667	0.0382824	5.83505
7390	-30362.6	-30400.1	37.5679	0.198197	0.290018	1.70408	0.000498853	0.0327417	0.378935	3.58782	0.214628	0.100546	0.0885387	0.135032	0.169129	0.159169	0.0600638	0.0445716	0.109899	0.0511017	0.072102	0.0475836	0.0701737	0.0487574	0.0693928	0.112806	0.0916	0.0722065	0.0400435	0.065494	0.0844846	0.0887179	0.136814	0.0841435	0.0752101	0.0878784	0.127879	0.0913986	0.359606	0.114023	0.098121	0.131868	0.105223	0.114317	0.0783615	0.0386	0.058511	0.0702821	0.209576	0.0252768	0.194628	0.105082	0.121114	0.0220784	0.0572424	0.0498202	0.0685384	0.0887547	0.0733911	0.103974	0.124026	0.0852787	0.0626468	0.108289	0.0543398	0.0523281	0.168454	0.0718997	0.0603883	0.0882116	0.0854318	0.110475	0.249008	0.186108	0.249883	0.315	0.0322984	0.253931	0.339235	0.017636	0.318623	0.0382771	5.87578
7400	-30350.6	-30397	46.4029	0.204711	0.0316119	0.192563	0.000622681	0.0365369	0.395842	3.567	0.215334	0.118197	0.0864143	0.116141	0.207749	0.170877	0.0655116	0.0624307	0.0966256	0.0616344	0.0723521	0.0783014	0.0965782	0.0539978	0.0873818	0.107699	0.070074	0.0845603	0.0515598	0.0940625	0.0930695	0.0771393	0.126388	0.0913446	0.072373	0.0988462	0.13389	0.0978269	0.350766	0.0981542	0.126317	0.15529	0.0761696	0.125137	0.153565	0.0664137	0.110818	0.0856505	0.10018	0.0557565	0.109946	0.0865534	0.0979862	0.128642	0.0622219	0.0472432	0.0569683	0.10111	0.0772714	0.12765	0.135809	0.107593	0.0504533	0.074174	0.0781822	0.0548677	0.225655	0.0898777	0.087661	0.0366182	0.117432	0.04828	0.251047	0.187632	0.243743	0.317579	0.0321263	0.252578	0.344179	0.017542	0.316925	0.03665	6.09147
7410	-30353	-30403.1	50.0411	0.199357	0.0847844	0.54352	0.000519505	0.0334055	0.381978	3.5841	0.175794	0.112199	0.0660406	0.108971	0.140393	0.147435	0.0813413	0.0578251	0.105003	0.0650812	0.0635947	0.0543317	0.0663264	0.0489067	0.0690334	0.128413	0.085838	0.0804899	0.0660579	0.0725868	0.0949288	0.0941179	0.155239	0.0922706	0.068395	0.0984691	0.149155	0.0920229	0.414817	0.0994067	0.0843557	0.164798	0.0810511	0.0912989	0.133926	0.0733247	0.0397234	0.131677	0.100882	0.0900377	0.0746145	0.0731166	0.0692015	0.0771016	0.0701197	0.117036	0.0622551	0.0816753	0.0836878	0.165088	0.120217	0.107866	0.0628626	0.0591563	0.0494152	0.0457997	0.0826841	0.0892256	0.140068	0.0932071	0.109138	0.0757169	0.247751	0.185108	0.253833	0.313308	0.0326643	0.243541	0.349943	0.0178358	0.322232	0.0337844	6.41061
7420	-30360	-30400	39.9053	0.215867	0.0444514	0.256399	0.000882313	0.0434012	0.423788	3.53193	0.243491	0.103511	0.0810749	0.149042	0.167136	0.176912	0.071438	0.0646483	0.0993278	0.0711954	0.0778807	0.0493474	0.050552	0.0504651	0.0799892	0.142013	0.0696026	0.0728794	0.0551386	0.0808345	0.0870926	0.0865712	0.12864	0.0868513	0.0596434	0.109101	0.11428	0.0953875	0.400777	0.105546	0.102837	0.172451	0.0951109	0.179842	0.103185	0.116578	0.0702231	0.0515499	0.163692	0.0840658	0.0165208	0.0813156	0.0435752	0.168756	0.0544338	0.0731725	0.0392214	0.102559	0.0702244	0.182723	0.101348	0.12778	0.0509272	0.0514607	0.0561546	0.0876776	0.156199	0.08927	0.0487346	0.126625	0.151081	0.061358	0.24542	0.185556	0.254448	0.314576	0.0329216	0.24551	0.3527	0.0157629	0.324771	0.0283344	5.76807
7430	-30350.8	-30395.8	44.9651	0.204538	0.192617	1.23216	0.000619139	0.036434	0.395398	3.56755	0.208352	0.107346	0.0729821	0.117661	0.133906	0.155681	0.0898049	0.0705031	0.120922	0.0748555	0.0873803	0.0620426	0.0654723	0.0469358	0.0963288	0.121214	0.0730687	0.073269	0.0494951	0.0723507	0.118946	0.0921789	0.144602	0.117074	0.0856709	0.102786	0.138256	0.0900825	0.387916	0.109738	0.114327	0.157051	0.0659477	0.0494041	0.114101	0.0601117	0.0443845	0.0614262	0.150275	0.0296949	0.074634	0.0634902	0.161343	0.0506114	0.076633	0.0687585	0.0364075	0.0750536	0.0967784	0.16199	0.146864	0.125848	0.095433	0.0751959	0.0465112	0.0717605	0.0757067	0.108945	0.0506802	0.161341	0.0670055	0.0720492	0.247541	0.18716	0.252324	0.312975	0.0326305	0.245193	0.352243	0.0143222	0.324351	0.0312607	6.39696
7440	-30349	-30394.6	45.628	0.211617	0.244739	1.74782	0.000775964	0.0407344	0.41329	3.5452	0.215137	0.0998549	0.0772031	0.118988	0.150831	0.153353	0.0665281	0.0517042	0.133321	0.0682097	0.124185	0.0426911	0.0524604	0.0505625	0.0771144	0.143214	0.081715	0.0753689	0.0643897	0.0815141	0.0982092	0.0941282	0.138656	0.0997139	0.0640683	0.0984624	0.126894	0.0982262	0.362688	0.0882573	0.128325	0.158384	0.115026	0.0588356	0.149989	0.113554	0.0412591	0.0816495	0.101669	0.101344	0.0383974	0.0847855	0.128982	0.153088	0.0655023	0.0423544	0.0482251	0.111636	0.0578916	0.0967673	0.145205	0.109221	0.0806826	0.0513715	0.0505931	0.0590753	0.0928916	0.104515	0.108875	0.060364	0.110395	0.0338621	0.243601	0.194329	0.248308	0.313762	0.0326305	0.245193	0.352243	0.0143222	0.324351	0.0312607	7.14154
7450	-30352	-30390.6	38.5809	0.207021	0.0619468	0.364561	0.000671352	0.0379218	0.401733	3.55967	0.241724	0.121092	0.0622497	0.123981	0.166768	0.171067	0.0980039	0.0597441	0.13647	0.0806151	0.0962636	0.0524543	0.050676	0.0456812	0.0904777	0.155804	0.0648019	0.0711584	0.0569171	0.0903476	0.0998104	0.098916	0.160477	0.1033	0.059481	0.113461	0.130965	0.0995382	0.425938	0.103752	0.10816	0.127575	0.131915	0.06363	0.251853	0.0601421	0.0249694	0.0529638	0.0969778	0.0850016	0.0802894	0.075201	0.0724084	0.0913563	0.0562956	0.0389435	0.0225527	0.109432	0.0846816	0.0860226	0.117384	0.131773	0.0755271	0.0317274	0.0669525	0.0476108	0.0874967	0.121786	0.0447838	0.0198742	0.0935194	0.0729486	0.243601	0.194329	0.248308	0.313762	0.0325304	0.244441	0.351163	0.0142782	0.323356	0.0342325	5.88507
7460	-30352.2	-30385.8	33.5765	0.210412	0.092486	0.481381	0.000747528	0.0399901	0.410283	3.54898	0.217326	0.134302	0.0509678	0.0802346	0.121816	0.230326	0.0720001	0.0546121	0.117443	0.0876705	0.0890851	0.0444623	0.0751002	0.0445596	0.082207	0.112105	0.0637	0.0840496	0.0451804	0.076606	0.0874047	0.102691	0.148483	0.0742414	0.069244	0.101682	0.132565	0.0954645	0.417751	0.11248	0.113576	0.161577	0.266957	0.0724673	0.179865	0.0775774	0.0554166	0.0712192	0.0564554	0.061537	0.128724	0.0689485	0.0613445	0.144735	0.142746	0.0244805	0.0339233	0.0923216	0.0391549	0.0875168	0.104404	0.162484	0.0580881	0.0760311	0.120529	0.112369	0.0719759	0.214563	0.0571059	0.0671355	0.034095	0.0812418	0.243784	0.194475	0.248867	0.312874	0.0287824	0.244938	0.351877	0.0143073	0.324014	0.0360818	5.2049
7470	-30350.1	-30391.1	41.0666	0.208965	0.198475	1.4913	0.00071431	0.0391021	0.406647	3.55354	0.197811	0.116682	0.0678228	0.0801498	0.13771	0.231892	0.0831733	0.0582305	0.123638	0.0481255	0.0693933	0.0438928	0.0540081	0.0552002	0.0885521	0.10021	0.0799299	0.0797688	0.0296795	0.0827983	0.0918398	0.0955099	0.122942	0.0810613	0.0820151	0.0896728	0.12059	0.0829882	0.341906	0.0947004	0.108432	0.168621	0.14723	0.0659876	0.205429	0.122269	0.0646018	0.0259452	0.108116	0.0583244	0.113156	0.0653014	0.0918097	0.121346	0.131726	0.0169532	0.0454115	0.0877241	0.0464385	0.119513	0.0846384	0.154269	0.132684	0.124469	0.0898626	0.0905566	0.0805206	0.0986712	0.0614048	0.0490791	0.0956754	0.163799	0.245663	0.188266	0.250785	0.315286	0.0287824	0.244938	0.351877	0.0143073	0.324014	0.0360818	7.51383
7480	-30352.3	-30392	39.716	0.215748	0.250809	1.77348	0.000879196	0.0433254	0.423496	3.5323	0.212533	0.118676	0.0613838	0.0789228	0.16897	0.202548	0.0763059	0.0440042	0.116178	0.0534967	0.0625003	0.0363201	0.0602287	0.0479078	0.0732034	0.108814	0.0714114	0.0763985	0.0380288	0.0693523	0.0897071	0.0969492	0.173275	0.0779458	0.0440198	0.0920788	0.125527	0.0947914	0.32519	0.100051	0.14137	0.156864	0.168863	0.0812058	0.202009	0.0636896	0.187047	0.0491409	0.0597478	0.0331859	0.058534	0.0781655	0.0898145	0.0872164	0.150472	0.0319611	0.0381122	0.0948978	0.0274961	0.0665315	0.100824	0.152168	0.116973	0.123185	0.0981254	0.0747118	0.0523492	0.122749	0.0899099	0.0418532	0.104437	0.0504885	0.243612	0.195044	0.248691	0.312653	0.0326112	0.243241	0.349439	0.0178944	0.320983	0.0358318	7.07103
7490	-30356	-30396.1	40.1147	0.204426	0.0587192	0.337991	0.000616843	0.0363671	0.39511	3.56791	0.201779	0.131094	0.0701425	0.0894632	0.149589	0.188258	0.0801825	0.0458835	0.130342	0.0609894	0.0689731	0.0368588	0.0393988	0.0395399	0.0708377	0.0963041	0.0702433	0.0612915	0.0494153	0.0786763	0.086806	0.0851672	0.14892	0.0906773	0.0521667	0.0892445	0.118664	0.0903244	0.366249	0.0854726	0.114584	0.179155	0.141858	0.10068	0.123661	0.14352	0.110078	0.0817982	0.0788554	0.0207244	0.0955764	0.218395	0.034819	0.162081	0.14086	0.035118	0.0382839	0.100049	0.0423652	0.0923572	0.10786	0.151637	0.0683375	0.0400038	0.0603082	0.0669616	0.116985	0.10369	0.0858063	0.0631731	0.118292	0.117516	0.243612	0.195044	0.248691	0.312653	0.0328002	0.244651	0.351465	0.0179982	0.322843	0.0302432	5.75606
7500	-30352.3	-30389.5	37.2431	0.206534	0.0245507	0.141315	0.000660866	0.0376279	0.400494	3.56122	0.190924	0.12595	0.0703382	0.0871532	0.132797	0.233494	0.0714571	0.0528298	0.173848	0.0514294	0.0605023	0.0433109	0.0422579	0.0504928	0.0686537	0.106353	0.0738119	0.0682328	0.0306705	0.0691481	0.0899036	0.0907908	0.173245	0.0909242	0.0422464	0.104124	0.118179	0.0909782	0.36052	0.113796	0.123597	0.157286	0.108225	0.144861	0.0616572	0.157833	0.11333	0.0411379	0.0997137	0.0249579	0.159307	0.144949	0.13397	0.0976937	0.115648	0.0407677	0.0669565	0.093335	0.0581243	0.0905257	0.108068	0.156044	0.0768686	0.0319426	0.182108	0.0600802	0.0698284	0.103389	0.118037	0.20013	0.0801076	0.103742	0.242752	0.194355	0.251342	0.31155	0.0326695	0.243676	0.350064	0.0179265	0.321557	0.0341063	5.75606
7510	-30356.1	-30397.7	41.6175	0.195971	0.0481376	0.289539	0.000460897	0.031484	0.373061	3.59499	0.186872	0.112302	0.0682838	0.0718744	0.120729	0.177472	0.0860103	0.057259	0.15085	0.0469163	0.0685573	0.0478383	0.0372973	0.0520691	0.0818551	0.111924	0.0844854	0.0735947	0.0342333	0.082252	0.0811918	0.0835864	0.228308	0.0951828	0.0519187	0.0825537	0.117843	0.0942467	0.340314	0.113338	0.107116	0.12042	0.0825553	0.072923	0.162604	0.0918302	0.0872618	0.0485168	0.110678	0.0348542	0.105121	0.122512	0.0666825	0.169895	0.0695083	0.0446946	0.0729197	0.0682586	0.0318518	0.0803278	0.0915593	0.0857375	0.120912	0.0361117	0.0780597	0.118537	0.0353754	0.141277	0.229059	0.13025	0.0874542	0.0278967	0.242752	0.194355	0.251342	0.31155	0.0326588	0.243925	0.349949	0.0179206	0.321451	0.0340951	6.01482
7520	-30346.4	-30385.4	38.9694	0.207732	0.00230313	0.0138529	0.000686847	0.0383519	0.403535	3.55743	0.193752	0.105014	0.0766871	0.0815962	0.127569	0.182714	0.0659872	0.0420221	0.132374	0.0559854	0.0704633	0.0394472	0.0410258	0.0484355	0.0793558	0.108368	0.0711978	0.0928318	0.0417732	0.0847646	0.0891981	0.0954701	0.16679	0.0861987	0.0596788	0.0888539	0.132089	0.0872476	0.347084	0.109674	0.107973	0.174172	0.0767448	0.246769	0.100786	0.0321054	0.0715127	0.0472605	0.0282755	0.0407701	0.166996	0.148042	0.142148	0.119016	0.0718109	0.041844	0.105747	0.0597769	0.0319769	0.0611924	0.101808	0.136782	0.0972322	0.0466275	0.0953557	0.0928046	0.0453615	0.0925224	0.151839	0.16482	0.0417578	0.0771289	0.242752	0.194355	0.251342	0.31155	0.0307958	0.244043	0.350118	0.0193253	0.321606	0.0341115	6.01482
7530	-30362.3	-30394.7	32.4279	0.205708	0.0113982	0.0617845	0.000643362	0.0371319	0.39839	3.56383	0.232743	0.116551	0.0739207	0.0835	0.11121	0.200603	0.0755708	0.0431758	0.194996	0.0564445	0.0709882	0.043766	0.0490791	0.0745482	0.0809631	0.0852627	0.0643434	0.0723881	0.0447735	0.105789	0.0836363	0.0890382	0.185449	0.0857281	0.055993	0.0967984	0.122392	0.0934921	0.379239	0.110248	0.124993	0.172667	0.154174	0.106148	0.0483379	0.174628	0.0662456	0.0303343	0.0623584	0.0411977	0.149437	0.1467	0.165038	0.110207	0.0952176	0.0725908	0.117469	0.0563235	0.0176511	0.077409	0.118266	0.106189	0.104463	0.186834	0.117526	0.0732077	0.0379078	0.121629	0.027604	0.135051	0.186395	0.174744	0.239496	0.191748	0.247971	0.320786	0.0308215	0.244247	0.350411	0.018505	0.321875	0.0341401	5.42054
7540	-30348.7	-30391.7	42.9668	0.211348	0.060503	0.394468	0.000769569	0.0405682	0.412622	3.54604	0.225869	0.115997	0.0746436	0.085075	0.144526	0.207756	0.0732371	0.0504485	0.142742	0.0582828	0.0588922	0.0653564	0.0386568	0.0511033	0.0769882	0.0893145	0.07364	0.073538	0.0552402	0.0679723	0.0976022	0.0994017	0.162539	0.0691665	0.0407289	0.0852296	0.137763	0.0931585	0.333003	0.0938276	0.108546	0.137911	0.131886	0.111002	0.09917	0.0882811	0.209082	0.0598494	0.0644237	0.0800645	0.167653	0.0949919	0.0999817	0.0829461	0.0841288	0.0555293	0.0517831	0.091046	0.0275236	0.0993516	0.11896	0.148792	0.161893	0.0512744	0.151278	0.126419	0.0502597	0.0664403	0.0910117	0.0491234	0.0615704	0.0668543	0.255529	0.189612	0.241912	0.312947	0.0348125	0.243241	0.348968	0.0184288	0.32055	0.0339995	6.51981
7550	-30343.3	-30379.1	35.8188	0.208012	0.193029	1.48522	0.000693019	0.0385218	0.404243	3.55654	0.193595	0.118614	0.0850719	0.0946453	0.141495	0.221637	0.0725079	0.0675493	0.140212	0.0694534	0.0841521	0.050882	0.0697118	0.0401634	0.0787942	0.093906	0.0815989	0.0713198	0.054437	0.0728312	0.0934196	0.0981165	0.168887	0.0737626	0.0652993	0.0898434	0.130434	0.105082	0.402062	0.106867	0.121011	0.187706	0.118238	0.0855043	0.126088	0.040439	0.158701	0.1365	0.110173	0.0650043	0.069409	0.0648764	0.14843	0.097544	0.0899189	0.0410493	0.0312194	0.123513	0.0856813	0.128662	0.160568	0.11627	0.0916475	0.038255	0.162401	0.0924247	0.0517513	0.0565339	0.0220714	0.0606138	0.0879829	0.115514	0.253448	0.196211	0.239942	0.310399	0.0278802	0.244988	0.351475	0.0185612	0.322852	0.0342437	7.6943
7560	-30355.9	-30391.9	36.0354	0.200306	0.458017	4.07068	0.000536837	0.0339524	0.384457	3.58105	0.205273	0.11638	0.106786	0.0909342	0.11604	0.173387	0.0680798	0.0959059	0.17757	0.0508177	0.0826194	0.0542024	0.0476876	0.0453946	0.0706594	0.0762865	0.0944744	0.0810936	0.0725361	0.0759425	0.0950626	0.0973795	0.200316	0.0647556	0.0648603	0.06721	0.132418	0.0991574	0.403445	0.0949078	0.119323	0.189634	0.181067	0.102777	0.0653915	0.0670403	0.198029	0.154797	0.0690134	0.0394578	0.0639004	0.0626716	0.0771517	0.0799879	0.0962238	0.0319749	0.04058	0.116916	0.105746	0.125282	0.150474	0.110118	0.0515626	0.0659679	0.0795403	0.12518	0.0471611	0.0528843	0.0955435	0.0375948	0.148776	0.0987378	0.250733	0.194109	0.248083	0.307074	0.023932	0.245983	0.352902	0.0186366	0.324163	0.0343828	8.88762
7570	-30358.1	-30395.6	37.437	0.202917	0.458017	4.12814	0.000586629	0.0354751	0.391228	3.57271	0.225581	0.109934	0.0951055	0.0723447	0.104484	0.194954	0.0700519	0.0933573	0.144547	0.0614175	0.0861964	0.0616744	0.0616059	0.035696	0.0723849	0.102902	0.103787	0.080121	0.0808288	0.0715022	0.0902588	0.108106	0.187627	0.0786343	0.0429877	0.0909775	0.125767	0.0967564	0.352387	0.111511	0.0936927	0.182389	0.0844015	0.120892	0.0526905	0.0797302	0.0522773	0.0633965	0.0789955	0.0486506	0.0885797	0.060687	0.233519	0.0815698	0.0789625	0.0492108	0.0407436	0.113667	0.0502363	0.148352	0.187078	0.0854188	0.0375657	0.0830832	0.113375	0.174004	0.0498632	0.0519648	0.107317	0.103896	0.0618794	0.125078	0.248702	0.192537	0.246074	0.312687	0.0335051	0.242103	0.357515	0.0139863	0.31905	0.0338404	9.01307
7580	-30351.7	-30387.8	36.093	0.200479	0.432728	3.71844	0.000540037	0.0340523	0.384907	3.5805	0.234426	0.132293	0.0999172	0.0967619	0.113209	0.171583	0.0609553	0.109327	0.192392	0.0536481	0.0629657	0.0530423	0.0485528	0.053391	0.0754264	0.130133	0.0892912	0.0770994	0.0484459	0.0728193	0.088135	0.10519	0.190193	0.0877353	0.047989	0.0883445	0.132123	0.0864124	0.372967	0.100039	0.12797	0.165241	0.0954826	0.161885	0.0877605	0.0730668	0.0426212	0.0738636	0.0698111	0.0525059	0.124118	0.104569	0.136644	0.0763667	0.0736814	0.0583803	0.102522	0.0903704	0.05664	0.0699823	0.176773	0.0781418	0.057881	0.0285675	0.165743	0.132024	0.0472854	0.0480345	0.0509305	0.101711	0.0884383	0.197477	0.248702	0.192537	0.246074	0.312687	0.0307579	0.236568	0.352369	0.0174516	0.329786	0.0330668	8.59302
7590	-30358.6	-30387.6	28.9851	0.206008	0.518923	5.46275	0.000649677	0.0373116	0.399154	3.56288	0.247141	0.129923	0.101835	0.100822	0.11435	0.196626	0.0671172	0.079688	0.173934	0.0630764	0.0615396	0.0565959	0.0503283	0.0430924	0.0822789	0.110231	0.0781657	0.0734043	0.069237	0.0846539	0.085857	0.114287	0.226955	0.101446	0.0494158	0.10926	0.139025	0.0950375	0.384269	0.0902732	0.130858	0.199218	0.0900567	0.0416478	0.0923339	0.103184	0.0872287	0.0338067	0.112808	0.0328515	0.0844439	0.0524663	0.170904	0.0584746	0.0969349	0.0827911	0.0761763	0.0695795	0.15277	0.13583	0.221791	0.111481	0.0467081	0.0785622	0.133362	0.0724395	0.0477258	0.0605456	0.114245	0.221479	0.148598	0.0462171	0.248702	0.192537	0.246074	0.312687	0.0299171	0.236325	0.352007	0.0192697	0.329448	0.0330328	10.5271
7600	-30360.2	-30390.1	29.876	0.207686	0.520529	5.52413	0.000685834	0.0383239	0.403418	3.55757	0.22869	0.119959	0.106648	0.0807438	0.134447	0.213281	0.0639934	0.106497	0.215117	0.0486964	0.0721899	0.0551971	0.0478795	0.064809	0.0840777	0.155235	0.112201	0.0781355	0.072034	0.0884664	0.0969767	0.121271	0.22338	0.0931704	0.0476217	0.101582	0.140847	0.0937529	0.394837	0.0915595	0.144409	0.168761	0.088187	0.0705191	0.0638029	0.0767559	0.0457991	0.0508498	0.0977419	0.0293366	0.102586	0.0463096	0.059904	0.065993	0.0814483	0.11926	0.108809	0.0714296	0.0909517	0.0894577	0.304962	0.0611755	0.0343382	0.155435	0.0929424	0.0974309	0.06764	0.0622118	0.116815	0.0740323	0.15283	0.0594888	0.248702	0.192537	0.246074	0.312687	0.0248448	0.237561	0.353848	0.0193705	0.33117	0.0332055	10.6125
7610	-30355.8	-30386.4	30.5362	0.208982	0.397098	3.46582	0.000714704	0.0391127	0.406691	3.55348	0.237897	0.122289	0.125637	0.0892963	0.0989708	0.184803	0.0721135	0.0986283	0.177632	0.0574586	0.0559046	0.0642052	0.0530361	0.0515835	0.081835	0.147577	0.121253	0.0831662	0.0676026	0.085723	0.103938	0.124453	0.20343	0.111413	0.0703421	0.101544	0.109283	0.103096	0.43573	0.0998797	0.125276	0.160149	0.0692113	0.0546676	0.0932161	0.0724773	0.0661705	0.237505	0.102192	0.045614	0.058284	0.0613782	0.192724	0.0667692	0.0856795	0.067792	0.114113	0.0828271	0.194754	0.101661	0.235886	0.0811621	0.0362746	0.0951983	0.0813826	0.103663	0.0425831	0.0715852	0.137724	0.0220998	0.0873077	0.0625532	0.246606	0.196656	0.246688	0.310051	0.0299236	0.236324	0.352005	0.0192696	0.329446	0.0330326	8.72789
7620	-30352.5	-30388.7	36.1667	0.210389	0.385773	3.54387	0.000746973	0.0399754	0.410223	3.54905	0.212717	0.114516	0.0940768	0.0904946	0.116001	0.184219	0.0659735	0.0717318	0.194845	0.0580899	0.0649085	0.0603577	0.0606689	0.0453268	0.0780481	0.193195	0.100365	0.0845784	0.0782184	0.0851038	0.106928	0.108926	0.219006	0.113258	0.068851	0.110106	0.104623	0.0995266	0.382237	0.0961826	0.126328	0.190888	0.0729571	0.216135	0.0898806	0.0802202	0.0476411	0.0774005	0.111607	0.097449	0.0535827	0.0477931	0.147254	0.0738821	0.0657343	0.0693564	0.119358	0.0965817	0.102926	0.0908165	0.214313	0.0680417	0.0530293	0.0848737	0.100657	0.0850626	0.0414839	0.0469935	0.0515439	0.0821921	0.0639481	0.0674104	0.247952	0.19421	0.246094	0.311744	0.0263559	0.232453	0.364776	0.0182157	0.324049	0.0341506	9.18642
