Iteration	Posterior	Likelihood	Prior	alpha_g	epsilon	extinction	gamma_cats[1]	gamma_cats[2]	gamma_cats[3]	gamma_cats[4]	mu[1]	mu[2]	mu[3]	mu[4]	mu[5]	mu[6]	mu[7]	mu[8]	mu[9]	mu[10]	mu[11]	mu[12]	mu[13]	mu[14]	mu[15]	mu[16]	mu[17]	mu[18]	mu[19]	mu[20]	mu[21]	mu[22]	mu[23]	mu[24]	mu[25]	mu[26]	mu[27]	mu[28]	mu[29]	mu[30]	mu[31]	mu[32]	mu[33]	mu[34]	mu[35]	mu[36]	mu[37]	mu[38]	mu[39]	mu[40]	mu[41]	mu[42]	mu[43]	mu[44]	mu[45]	mu[46]	mu[47]	mu[48]	mu[49]	mu[50]	mu[51]	mu[52]	mu[53]	mu[54]	mu[55]	mu[56]	mu[57]	mu[58]	mu[59]	mu[60]	mu[61]	mu[62]	pi[1]	pi[2]	pi[3]	pi[4]	r[1]	r[2]	r[3]	r[4]	r[5]	r[6]	speciation
4810	-30355.6	-30396.3	40.7391	0.210582	0.0272868	0.141464	0.000751491	0.0400947	0.410708	3.54845	0.25484	0.147925	0.0853955	0.0793973	0.0842874	0.107523	0.0832521	0.0720922	0.0912428	0.0959982	0.12872	0.0897198	0.0879631	0.0625655	0.05776	0.110128	0.0802936	0.0788003	0.048634	0.0871766	0.0962804	0.109934	0.112741	0.0967591	0.0856596	0.0956278	0.143892	0.10749	0.365362	0.140726	0.121656	0.159783	0.0997169	0.0706316	0.124236	0.126865	0.0517902	0.0199579	0.0592097	0.0925164	0.174971	0.0638903	0.0767062	0.066546	0.0599314	0.0824697	0.0856498	0.0715616	0.129446	0.0931889	0.104333	0.148121	0.124984	0.0935158	0.147832	0.206746	0.0561981	0.0755431	0.0942809	0.187197	0.072711	0.0233759	0.253822	0.179613	0.255303	0.311262	0.0314178	0.217961	0.339747	0.0151769	0.361441	0.0342554	5.18433
4820	-30344.8	-30388.1	43.2786	0.206358	0.0272868	0.141198	0.000657113	0.0375221	0.400047	3.56177	0.235768	0.115215	0.085188	0.072136	0.09004	0.132478	0.0759877	0.0488869	0.107404	0.0746022	0.111489	0.0658256	0.0794061	0.0688033	0.0586368	0.135673	0.0814515	0.0988856	0.0441875	0.0877871	0.0734066	0.104012	0.112889	0.104767	0.064284	0.075461	0.125291	0.107985	0.372613	0.112318	0.113354	0.136287	0.157062	0.174389	0.0925682	0.119171	0.0676146	0.0332363	0.068321	0.109727	0.125278	0.0783764	0.117925	0.082302	0.0707314	0.0931329	0.115028	0.0737431	0.0924554	0.113207	0.0711674	0.137597	0.187913	0.116407	0.202773	0.0904056	0.081509	0.0923481	0.047339	0.145918	0.0489932	0.0453296	0.251217	0.188032	0.252683	0.308068	0.0260412	0.229022	0.356988	0.0141683	0.337788	0.0359936	5.17459
4830	-30350.3	-30392.8	42.5236	0.209743	0.0186055	0.107701	0.000732043	0.0395787	0.408605	3.55108	0.241878	0.135014	0.0808546	0.0778874	0.0768419	0.128639	0.097022	0.0668072	0.100563	0.10188	0.110889	0.0727926	0.0446703	0.0932878	0.0659126	0.122042	0.0667905	0.0876748	0.0427052	0.0745138	0.0861862	0.0888791	0.103461	0.0884764	0.0751998	0.0737479	0.139849	0.103762	0.374365	0.115764	0.106029	0.149667	0.13084	0.131024	0.107379	0.127814	0.0803925	0.0395281	0.115517	0.065254	0.137727	0.0772749	0.106428	0.107937	0.0636825	0.0599522	0.067761	0.0509925	0.233086	0.0978103	0.0843505	0.146837	0.109608	0.102661	0.205319	0.0716159	0.117425	0.0886313	0.163841	0.127095	0.135772	0.0212585	0.244546	0.185712	0.259962	0.30978	0.0260412	0.229022	0.356988	0.0141683	0.337788	0.0359936	5.78871
4840	-30345.5	-30389.6	44.0987	0.20078	0.0912267	0.501566	0.000545636	0.0342266	0.38569	3.57954	0.216583	0.114082	0.0656732	0.0782869	0.0871995	0.125542	0.0728651	0.0601028	0.106863	0.07481	0.122084	0.0797873	0.0651579	0.0753987	0.0588629	0.131833	0.0699281	0.0861238	0.0552547	0.0913967	0.0834591	0.0936763	0.113308	0.0965243	0.0519897	0.0894468	0.159909	0.107582	0.363295	0.10807	0.102072	0.161298	0.0894148	0.0565442	0.120621	0.0774539	0.220251	0.055874	0.0600387	0.0467969	0.108571	0.15924	0.058717	0.151052	0.0585119	0.125405	0.127435	0.0518451	0.161585	0.0763599	0.0991498	0.141159	0.109131	0.0629646	0.142564	0.0657388	0.103319	0.145494	0.0664655	0.154196	0.064267	0.082814	0.243789	0.188233	0.259157	0.308821	0.0259649	0.228351	0.355942	0.0170551	0.336798	0.0358882	5.49801
4850	-30359	-30399.9	40.8907	0.211779	0.233224	1.55711	0.000779856	0.0408352	0.413695	3.54469	0.228025	0.129996	0.0615522	0.0710482	0.0674815	0.138122	0.0926742	0.0474456	0.106559	0.0877972	0.10146	0.079721	0.0711418	0.0664836	0.065795	0.123226	0.0668183	0.0841952	0.057719	0.0808768	0.100765	0.111528	0.105419	0.11474	0.0636845	0.0877309	0.158099	0.109746	0.355867	0.134837	0.0901203	0.136689	0.0931681	0.131352	0.293453	0.131646	0.112547	0.093044	0.0501493	0.0640286	0.117646	0.167672	0.0926182	0.113674	0.0899843	0.056666	0.125082	0.0724423	0.133621	0.0898512	0.0760008	0.213259	0.0689696	0.0525174	0.0969703	0.121455	0.0918949	0.0974985	0.0174077	0.0862186	0.135232	0.0833605	0.248405	0.187084	0.257575	0.306936	0.0268044	0.236994	0.353443	0.0126886	0.334433	0.0356362	6.67646
4860	-30351.7	-30395.9	44.1994	0.206018	0.142652	1.05274	0.000649893	0.0373178	0.399181	3.56285	0.209467	0.131465	0.0637939	0.0754047	0.0822535	0.129032	0.0649294	0.0666086	0.106841	0.0700945	0.114457	0.0458858	0.0856649	0.0648472	0.061009	0.127624	0.0740424	0.0944634	0.031324	0.0971938	0.090678	0.0974379	0.10691	0.114009	0.0682798	0.0652753	0.146657	0.0983596	0.323926	0.112111	0.0924645	0.111172	0.0916282	0.107733	0.0995066	0.0598795	0.0547257	0.064586	0.190393	0.0468558	0.153436	0.089036	0.177077	0.0862509	0.127219	0.0333616	0.157829	0.0475152	0.186812	0.089461	0.0952923	0.187494	0.0733994	0.129759	0.107784	0.0478979	0.0857201	0.0983989	0.087947	0.117998	0.0454485	0.0395711	0.248144	0.189603	0.251183	0.311069	0.0285866	0.236266	0.352357	0.0126496	0.333406	0.0367356	7.37974
4870	-30339.4	-30382.6	43.1836	0.21073	0.125273	0.802444	0.000754947	0.0401857	0.411076	3.54798	0.203254	0.134007	0.061945	0.0620085	0.0751536	0.117927	0.0663529	0.044201	0.108212	0.0782482	0.11244	0.0540021	0.0554037	0.0764227	0.0755295	0.123983	0.0834749	0.097402	0.0465261	0.100853	0.0973202	0.0997721	0.114878	0.079776	0.0612027	0.0858313	0.150664	0.100734	0.361977	0.106301	0.103643	0.127386	0.116904	0.104179	0.23104	0.0282063	0.123058	0.137091	0.138534	0.0407022	0.178771	0.115774	0.137741	0.0693158	0.0909734	0.0412159	0.127807	0.0594625	0.10742	0.100313	0.116605	0.163758	0.0906014	0.148179	0.114336	0.213611	0.10484	0.0953598	0.0920947	0.0884725	0.0981119	0.100347	0.248622	0.189482	0.251024	0.310872	0.0284938	0.237014	0.353472	0.0117552	0.334462	0.0348026	6.40558
4880	-30351.8	-30392	40.1599	0.212539	0.276457	2.13964	0.000798244	0.0413079	0.415584	3.54231	0.229838	0.0960162	0.0737858	0.0685619	0.0854514	0.127694	0.0861261	0.0477254	0.0931831	0.0805937	0.0917211	0.0606052	0.0719735	0.0654402	0.0642869	0.114981	0.0540248	0.100616	0.0603875	0.0782564	0.0904319	0.0919423	0.104014	0.0962796	0.0504689	0.0792485	0.156354	0.106614	0.355299	0.135907	0.0951564	0.163214	0.0765396	0.114182	0.173001	0.0501069	0.167301	0.10188	0.141945	0.115164	0.173019	0.115318	0.24348	0.0730371	0.0630384	0.0409897	0.143809	0.0495177	0.0873525	0.0926725	0.130104	0.148404	0.0834933	0.049355	0.146618	0.205722	0.102837	0.0807222	0.0701351	0.123193	0.0564802	0.144683	0.247354	0.190421	0.251171	0.311054	0.0284938	0.237014	0.353472	0.0117552	0.334462	0.0348026	7.7395
4890	-30338.4	-30384	45.5657	0.210417	0.13946	0.777843	0.000747644	0.0399932	0.410295	3.54896	0.224611	0.107419	0.0665435	0.0677153	0.0772364	0.126213	0.0822114	0.0446567	0.0810476	0.0894628	0.113099	0.0543217	0.0648201	0.0725516	0.0680698	0.113326	0.0841622	0.0747567	0.049108	0.0811701	0.0873989	0.107257	0.111353	0.104074	0.0587548	0.088349	0.148759	0.108376	0.347009	0.112464	0.119333	0.158545	0.0434779	0.0748361	0.165648	0.0605222	0.0773015	0.0522135	0.0721053	0.123357	0.122918	0.122767	0.142844	0.0914578	0.0720187	0.043441	0.0777034	0.055664	0.24347	0.0909082	0.101603	0.14429	0.0773364	0.153805	0.145511	0.136322	0.0870078	0.0846813	0.104456	0.120711	0.107175	0.060031	0.246463	0.194848	0.250266	0.308423	0.0286569	0.238371	0.355496	0.0118225	0.330652	0.0350018	5.57752
4900	-30350.8	-30392.8	42.0161	0.206243	0.0167933	0.0999459	0.000654655	0.0374527	0.399753	3.56214	0.211143	0.11401	0.0812628	0.0634763	0.0648723	0.103549	0.0853805	0.0638577	0.093792	0.0974499	0.121167	0.0558602	0.0635123	0.0529835	0.0656476	0.131145	0.0714476	0.088675	0.0480646	0.088697	0.092864	0.0815992	0.100491	0.104025	0.0532503	0.07883	0.122545	0.109489	0.389871	0.0991422	0.111965	0.125236	0.0564768	0.118165	0.204644	0.0308738	0.145956	0.0570065	0.103827	0.143572	0.11856	0.182556	0.122784	0.0915211	0.0556921	0.0279641	0.122904	0.0644543	0.264428	0.104649	0.102944	0.103608	0.0678252	0.0718555	0.104693	0.130601	0.0770581	0.0897591	0.0556005	0.221827	0.0802455	0.124147	0.243869	0.192797	0.247632	0.315702	0.0285952	0.237858	0.35473	0.0139501	0.32994	0.0349265	5.95152
4910	-30337.9	-30384.7	46.7221	0.20238	0.0167933	0.0990925	0.000576124	0.0351595	0.38984	3.57442	0.20918	0.109221	0.0879262	0.0705102	0.081645	0.103587	0.0719608	0.0610526	0.0848816	0.0857535	0.0977291	0.0451726	0.0664933	0.0862587	0.0687721	0.124521	0.0644429	0.0778633	0.0747204	0.0703295	0.083956	0.110985	0.108239	0.0930235	0.0755283	0.0846037	0.152673	0.114516	0.345369	0.11292	0.118069	0.134594	0.0726316	0.110866	0.138801	0.106568	0.0765479	0.0783463	0.191559	0.0688509	0.109271	0.101442	0.0859863	0.149518	0.0857369	0.0303086	0.103804	0.0421485	0.135624	0.125637	0.134886	0.11443	0.0408536	0.0913313	0.194388	0.0867087	0.182952	0.0620346	0.0356537	0.0988899	0.0446357	0.173662	0.243869	0.192797	0.247632	0.315702	0.0279854	0.249254	0.347165	0.0185094	0.322904	0.0341816	5.90071
4920	-30346.2	-30386.3	40.0665	0.216533	0.00739923	0.0395835	0.000899845	0.0438247	0.425417	3.52986	0.21542	0.104001	0.065373	0.0667754	0.0764862	0.107707	0.0642525	0.107644	0.0998767	0.069721	0.114084	0.0545589	0.0687662	0.0676899	0.0807697	0.112725	0.0766934	0.0768377	0.124706	0.0906942	0.0992427	0.107362	0.131901	0.0861426	0.0715707	0.0844367	0.133508	0.103338	0.371613	0.117376	0.0955522	0.159808	0.111281	0.0590879	0.182167	0.128909	0.0755557	0.05635	0.0925817	0.238432	0.09647	0.0903782	0.0810838	0.100752	0.0795164	0.0230228	0.161149	0.0666853	0.100625	0.112912	0.178653	0.173332	0.0376842	0.0932855	0.264733	0.110443	0.142076	0.0865145	0.138903	0.0839444	0.0320415	0.0592645	0.243869	0.192797	0.247632	0.315702	0.0279187	0.24866	0.346338	0.0208495	0.322134	0.0341001	5.34967
4930	-30352.6	-30393.9	41.3514	0.209272	0.0903523	0.547122	0.000721278	0.0392901	0.407421	3.55257	0.214569	0.127984	0.0694899	0.0604988	0.0838521	0.122068	0.0836423	0.133744	0.106985	0.0674627	0.106259	0.0583397	0.0774204	0.0598949	0.0775704	0.128327	0.0756105	0.0566779	0.0957617	0.102272	0.0933038	0.116115	0.141972	0.0869756	0.0751617	0.0820097	0.131107	0.09958	0.353731	0.141986	0.10916	0.148822	0.115741	0.0773707	0.116469	0.14737	0.0655085	0.0573872	0.151306	0.118846	0.106739	0.147556	0.139551	0.0971642	0.0852085	0.0260219	0.114194	0.0509676	0.166579	0.119172	0.120028	0.134264	0.0323561	0.0344622	0.188214	0.232938	0.0854122	0.081134	0.0873702	0.0929829	0.104593	0.152665	0.255358	0.189059	0.244225	0.311358	0.0320969	0.249343	0.347289	0.0140575	0.323019	0.0341938	6.05543
4940	-30350.6	-30392.7	42.1336	0.212289	0.00132713	0.0077014	0.000792157	0.041152	0.414963	3.54309	0.202466	0.103764	0.0718233	0.0524999	0.0749591	0.0990218	0.0918513	0.111444	0.0980013	0.0594625	0.108297	0.0664199	0.0531415	0.072996	0.0679302	0.115041	0.0853436	0.0866617	0.0928023	0.0970769	0.0902606	0.11785	0.128836	0.0986237	0.0686646	0.105663	0.12594	0.113422	0.356387	0.108251	0.10542	0.13263	0.107146	0.177153	0.238622	0.035412	0.106919	0.099798	0.221069	0.12446	0.108209	0.073456	0.0706994	0.0871803	0.0544826	0.0451169	0.149708	0.0554658	0.173494	0.0914865	0.153156	0.114803	0.0483197	0.101031	0.110817	0.171722	0.106362	0.0846356	0.0813663	0.164833	0.197551	0.0647159	0.244038	0.191477	0.247348	0.317137	0.0314619	0.25127	0.349974	0.0164122	0.318808	0.0320741	5.80307
4950	-30346	-30384.7	38.6512	0.206623	0.237642	1.58618	0.000662785	0.0376819	0.400722	3.56093	0.246235	0.100897	0.0799895	0.0554611	0.0752311	0.10556	0.0589415	0.106742	0.101827	0.0781968	0.0840957	0.0539757	0.0658145	0.0718271	0.0726536	0.122235	0.0742458	0.0725347	0.0865121	0.0639486	0.0900462	0.105073	0.127154	0.0886274	0.0771407	0.0954456	0.16263	0.0984144	0.354899	0.116224	0.104765	0.120473	0.0750973	0.117763	0.2483	0.0501217	0.0372603	0.0577026	0.269407	0.10154	0.162137	0.0772634	0.118659	0.128617	0.0638631	0.0417009	0.0965106	0.0598943	0.156087	0.158351	0.21239	0.116631	0.0411958	0.097271	0.118061	0.113052	0.0787342	0.0619495	0.0969991	0.0785428	0.0469209	0.019879	0.244038	0.191477	0.247348	0.317137	0.0315149	0.250009	0.350563	0.0164398	0.319345	0.0321281	6.67466
4960	-30348.6	-30391.1	42.4658	0.209907	0.0949626	0.555127	0.000735821	0.0396795	0.409017	3.55057	0.193872	0.117565	0.0566112	0.0611745	0.0718076	0.119752	0.0612021	0.0963628	0.084743	0.0762644	0.0807884	0.0624934	0.0455305	0.0735512	0.0657186	0.10765	0.0818287	0.0692358	0.0810683	0.0771558	0.085888	0.110277	0.111494	0.0801532	0.0583607	0.0900812	0.131664	0.104057	0.356708	0.118597	0.102277	0.139499	0.0544268	0.0581658	0.250007	0.106266	0.150931	0.148654	0.106887	0.0252378	0.117631	0.120116	0.0732562	0.116423	0.0788817	0.0764399	0.111994	0.0615316	0.20509	0.103885	0.228529	0.127244	0.0342091	0.0313634	0.12527	0.0924142	0.120154	0.0425452	0.0530488	0.0369329	0.0671787	0.0471237	0.240238	0.193318	0.248206	0.318238	0.0338835	0.251543	0.350186	0.0201429	0.311919	0.0323253	5.84574
4970	-30348.4	-30386.6	38.2546	0.210467	0.0178958	0.103705	0.000748804	0.0400238	0.41042	3.54881	0.231403	0.139057	0.0904073	0.0647287	0.0837968	0.101673	0.0733363	0.0958855	0.106274	0.0762354	0.0910374	0.0787096	0.0546532	0.0583394	0.083236	0.117848	0.093697	0.089622	0.0828109	0.0900546	0.0972406	0.100383	0.101249	0.0834748	0.0679851	0.0854992	0.116198	0.106715	0.380697	0.0948407	0.106702	0.158825	0.0644212	0.063892	0.128017	0.1037	0.231891	0.0528731	0.136919	0.108497	0.16826	0.199147	0.110303	0.0801052	0.0608422	0.095608	0.0812832	0.085351	0.193874	0.116545	0.259326	0.137473	0.0313247	0.0401747	0.159487	0.125975	0.115199	0.0530199	0.110371	0.054264	0.0341679	0.0197922	0.240851	0.19126	0.248839	0.319049	0.0338835	0.251543	0.350186	0.0201429	0.311919	0.0323253	5.79494
4980	-30356.8	-30400.6	43.8423	0.218704	0.141173	0.940832	0.000958632	0.0452147	0.430693	3.52313	0.261216	0.118854	0.100807	0.0662966	0.0697889	0.126589	0.0707461	0.0683372	0.108009	0.0876846	0.0965297	0.0660031	0.0917453	0.056048	0.0644254	0.108729	0.0989788	0.102989	0.0635281	0.0933715	0.0839946	0.0830563	0.105741	0.0787567	0.0621606	0.100819	0.125709	0.123115	0.363617	0.112391	0.11074	0.137251	0.0710912	0.156342	0.172516	0.0568585	0.165915	0.0255242	0.110388	0.0365266	0.0887757	0.0960756	0.0786678	0.0918131	0.0612352	0.035064	0.0825671	0.0727048	0.117643	0.0877693	0.229886	0.10696	0.0735665	0.14531	0.129632	0.0684031	0.107971	0.037151	0.10547	0.0789997	0.0538163	0.140998	0.240977	0.191361	0.24897	0.318692	0.0345767	0.252453	0.351453	0.0194025	0.308624	0.0334911	6.6644
4990	-30360.4	-30401.6	41.2253	0.199779	0.0525837	0.305125	0.000527151	0.0336479	0.38308	3.58274	0.259277	0.110355	0.0909424	0.0746936	0.100321	0.144985	0.0739485	0.073864	0.106354	0.0868953	0.110933	0.0556763	0.10605	0.0776495	0.0723464	0.124297	0.0899617	0.130755	0.0787584	0.0859987	0.0886259	0.101787	0.0981818	0.111242	0.06037	0.0731728	0.143391	0.109453	0.378256	0.109598	0.097589	0.148471	0.0933024	0.0444884	0.074148	0.0680822	0.204261	0.0312955	0.132878	0.0546462	0.0825166	0.20872	0.118223	0.139659	0.0539669	0.0337993	0.0917332	0.0680656	0.101601	0.0840275	0.25038	0.123947	0.0596448	0.0750002	0.0577415	0.0991682	0.16015	0.0460772	0.0721941	0.0467797	0.0555203	0.102597	0.241945	0.188112	0.24997	0.319972	0.031329	0.25319	0.355023	0.0177137	0.311776	0.0309684	5.80265
5000	-30364	-30403.8	39.8625	0.207933	0.0244511	0.14613	0.000691275	0.0384738	0.404043	3.55679	0.215352	0.156755	0.0863395	0.0826058	0.0929193	0.16103	0.098228	0.0761161	0.102608	0.0749904	0.0925655	0.0753213	0.0617656	0.0659712	0.0726326	0.111212	0.116597	0.107788	0.0505177	0.0833851	0.0922833	0.115676	0.112749	0.0981723	0.0604873	0.0881553	0.192948	0.123908	0.423823	0.12019	0.118237	0.163307	0.10468	0.0676907	0.0736642	0.0904275	0.0891698	0.0685377	0.0426479	0.0343482	0.0514032	0.0975337	0.0928377	0.125375	0.114628	0.0480171	0.101866	0.0674374	0.171492	0.144079	0.229089	0.160703	0.119592	0.171469	0.0725027	0.0410456	0.18432	0.0724971	0.114851	0.0329533	0.0699416	0.130665	0.243039	0.187841	0.249609	0.319511	0.0296761	0.254254	0.356515	0.015369	0.313087	0.0310986	5.97641
5010	-30346.9	-30392.9	45.9923	0.205182	0.122421	0.76017	0.000632393	0.0368176	0.397047	3.5655	0.216474	0.153637	0.0876908	0.0707442	0.111927	0.131126	0.0814251	0.0844205	0.097063	0.0902888	0.106153	0.0783728	0.0639114	0.0617989	0.083316	0.121179	0.0833364	0.110742	0.0916498	0.0786317	0.103098	0.0950033	0.103946	0.115693	0.0658603	0.0675666	0.161838	0.114855	0.36952	0.133474	0.0935055	0.148832	0.100557	0.0618216	0.165277	0.0752459	0.037564	0.0868669	0.0849457	0.0241702	0.07677	0.0844375	0.0504483	0.0953503	0.110076	0.034616	0.0825912	0.055844	0.167939	0.113171	0.203588	0.0895654	0.0512321	0.068999	0.115406	0.0550948	0.113973	0.0654276	0.0667769	0.133265	0.0413576	0.0894118	0.243039	0.187841	0.249609	0.319511	0.034515	0.253492	0.354445	0.0150158	0.311269	0.0312637	6.20949
5020	-30352.1	-30392.4	40.31	0.204879	0.026105	0.153412	0.000626128	0.0366368	0.396271	3.56647	0.220371	0.118368	0.0694395	0.0717573	0.0990051	0.142819	0.0700267	0.0647135	0.0908382	0.0845812	0.0932251	0.0590911	0.0621533	0.0715587	0.0781447	0.125851	0.128417	0.0895283	0.0628625	0.070873	0.099435	0.0948131	0.104503	0.103576	0.0515777	0.0802946	0.185225	0.107712	0.36334	0.141168	0.0900637	0.147721	0.105766	0.205579	0.211977	0.0429216	0.0443049	0.0390259	0.134238	0.0367465	0.102087	0.17072	0.0936007	0.101851	0.0970248	0.0479793	0.087341	0.0556623	0.139218	0.114817	0.201977	0.149696	0.0641967	0.0182436	0.100169	0.0567859	0.120227	0.0395837	0.0550773	0.144445	0.0751048	0.0538193	0.244893	0.189274	0.253934	0.311899	0.0325412	0.253846	0.35494	0.0135542	0.311704	0.0334148	5.87674
5030	-30338.5	-30386.3	47.7842	0.222012	0.0044557	0.0286708	0.00105312	0.0473604	0.438638	3.51295	0.22174	0.116684	0.076826	0.0806997	0.101244	0.140991	0.0740877	0.0777803	0.111277	0.0746951	0.102126	0.0648328	0.05636	0.0738104	0.0646956	0.134979	0.103831	0.114569	0.0493938	0.0717691	0.0951075	0.092627	0.116782	0.126504	0.0565114	0.0740878	0.165129	0.102709	0.349628	0.124889	0.121128	0.121836	0.113719	0.0331931	0.104152	0.0470031	0.027252	0.0849506	0.0702148	0.0502577	0.061351	0.100446	0.0963316	0.11914	0.0927358	0.0590861	0.0914187	0.0547341	0.142164	0.117435	0.142089	0.152282	0.0652033	0.0986262	0.0992496	0.0767178	0.115048	0.0739752	0.0671087	0.147215	0.0483436	0.0441913	0.244893	0.189274	0.253934	0.311899	0.0308607	0.254393	0.348208	0.0138514	0.31854	0.0341476	6.43464
5040	-30344.2	-30387.3	43.0674	0.207591	0.261545	1.68295	0.000683757	0.0382665	0.403178	3.55787	0.212834	0.150901	0.0780389	0.0910092	0.0983123	0.139882	0.0678792	0.0839154	0.101264	0.0821791	0.104824	0.0540154	0.072613	0.0641062	0.0622363	0.14826	0.0824985	0.0978519	0.0607939	0.0699669	0.0841446	0.122038	0.127938	0.121439	0.0675572	0.072496	0.165622	0.110024	0.362087	0.116853	0.110971	0.151197	0.0869516	0.163737	0.104218	0.0543581	0.0180795	0.0645269	0.0744069	0.0419143	0.0660989	0.0706768	0.0820225	0.100269	0.0777697	0.092057	0.0876796	0.0551937	0.098009	0.126163	0.231166	0.14251	0.0548945	0.0669836	0.083523	0.0830706	0.142304	0.0589971	0.0661218	0.0646406	0.0570908	0.0416498	0.246418	0.190453	0.249287	0.313842	0.0306608	0.252744	0.345952	0.0194501	0.316476	0.0347164	6.43464
5050	-30351.1	-30387	35.8849	0.211841	0.262286	2.02215	0.000781344	0.0408736	0.413849	3.5445	0.218665	0.104198	0.0825975	0.0692343	0.107391	0.164453	0.0677176	0.0755395	0.0867649	0.110307	0.101044	0.057336	0.0624619	0.0722322	0.063133	0.131216	0.0925806	0.09445	0.046638	0.0819658	0.0915171	0.101583	0.112652	0.0915388	0.0635639	0.0745056	0.157275	0.111749	0.370599	0.119295	0.133308	0.17239	0.0949012	0.1464	0.189542	0.0382698	0.0427494	0.0698646	0.0352775	0.0986766	0.0258982	0.129258	0.16419	0.154671	0.060957	0.0710413	0.137575	0.0458572	0.0921353	0.107185	0.201775	0.117227	0.108468	0.108532	0.0888835	0.175983	0.165227	0.0627141	0.0716042	0.0863552	0.0599725	0.221239	0.247994	0.195517	0.24064	0.315849	0.0306435	0.252602	0.345758	0.0200011	0.316298	0.0346969	7.70972
5060	-30339.2	-30385	45.7119	0.200637	0.112433	0.70882	0.00054298	0.034144	0.38532	3.57999	0.23588	0.10928	0.0773777	0.068	0.0884345	0.142782	0.0731465	0.0661682	0.104302	0.10448	0.117572	0.0633135	0.0592676	0.0749579	0.070238	0.0976627	0.0955154	0.105792	0.0583086	0.069434	0.0915442	0.107019	0.0987714	0.0653203	0.0411514	0.0820467	0.189593	0.101752	0.341677	0.108767	0.11192	0.171347	0.0974314	0.0328823	0.109125	0.0165757	0.0993963	0.0709537	0.0671708	0.104401	0.0919085	0.100137	0.0942664	0.13052	0.0807356	0.0961183	0.0923785	0.0533385	0.171532	0.121452	0.157964	0.161743	0.060573	0.133472	0.113523	0.102485	0.083349	0.0608825	0.105434	0.101036	0.0373598	0.07479	0.259116	0.191057	0.241184	0.308644	0.0305923	0.25218	0.34518	0.0199676	0.315769	0.0363107	6.30436
5070	-30347	-30395.3	48.2522	0.20798	0.176194	1.21071	0.000692305	0.0385022	0.404161	3.55664	0.230744	0.111986	0.0738744	0.0699558	0.0821633	0.120202	0.0777454	0.0651714	0.0960616	0.0727655	0.102815	0.0636608	0.0656702	0.0536894	0.069488	0.0921516	0.0802545	0.106953	0.0551152	0.0801938	0.0815919	0.0934858	0.118135	0.080598	0.0600064	0.077173	0.153094	0.103494	0.351036	0.112737	0.124178	0.17918	0.101579	0.14911	0.102945	0.0664972	0.0734458	0.0794184	0.0765659	0.0685687	0.0693671	0.127877	0.0864917	0.0825624	0.0839932	0.140988	0.131525	0.0429181	0.123211	0.13346	0.188293	0.109436	0.0658945	0.053828	0.150121	0.1062	0.149176	0.0558969	0.0603239	0.0729367	0.0820612	0.139571	0.242433	0.195034	0.247464	0.31507	0.0252542	0.255787	0.350117	0.0141935	0.320286	0.0343631	6.87146
5080	-30348.6	-30393.9	45.2701	0.212211	0.101346	0.699156	0.000790265	0.0411034	0.414769	3.54334	0.259993	0.113248	0.0940897	0.0675837	0.101975	0.155141	0.0815504	0.065603	0.114233	0.0986321	0.0832799	0.062315	0.076523	0.0792495	0.0796004	0.107589	0.0995496	0.114532	0.0552771	0.082838	0.0989285	0.0941887	0.122991	0.0805921	0.0603037	0.0836481	0.151974	0.109731	0.379738	0.111689	0.135161	0.139365	0.0678686	0.0629083	0.0600667	0.0538173	0.0685977	0.09968	0.124365	0.111931	0.055264	0.136453	0.0488535	0.135194	0.0794139	0.0437662	0.0686368	0.066277	0.0486123	0.146151	0.165206	0.111271	0.0686269	0.037018	0.0510851	0.098353	0.106773	0.0716952	0.132405	0.183213	0.0701984	0.149917	0.242433	0.195034	0.247464	0.31507	0.0398852	0.252319	0.34537	0.013281	0.315943	0.0332015	6.89868
5090	-30350.1	-30390.7	40.6543	0.208282	0.0267597	0.154984	0.000699012	0.038686	0.404926	3.55569	0.273005	0.121443	0.0674843	0.0744552	0.117907	0.156016	0.0826423	0.0644503	0.12835	0.0715162	0.096992	0.0654211	0.0503394	0.0634603	0.0846177	0.097894	0.0841507	0.0931517	0.0771285	0.070731	0.0936375	0.0936484	0.133413	0.0679093	0.0605832	0.0768083	0.131451	0.111066	0.410226	0.0970141	0.130735	0.168204	0.0538804	0.104902	0.118907	0.118674	0.0469689	0.0547031	0.0638761	0.0563732	0.0648606	0.0889212	0.0267794	0.111135	0.0832526	0.0481785	0.107089	0.0657125	0.130125	0.215994	0.25891	0.143497	0.0772077	0.129405	0.147173	0.0680123	0.0647101	0.0526028	0.158683	0.106687	0.0383106	0.0366527	0.249546	0.188805	0.247075	0.314575	0.039613	0.250597	0.343013	0.0200151	0.313787	0.0329749	5.79169
