Iteration	Posterior	Likelihood	Prior	alpha_g	epsilon	extinction	gamma_cats[1]	gamma_cats[2]	gamma_cats[3]	gamma_cats[4]	mu	pi[1]	pi[2]	pi[3]	pi[4]	r[1]	r[2]	r[3]	r[4]	r[5]	r[6]	speciation
28780	-30529.5	-30467.3	-62.2345	0.214052	0.0745196	0.796022	0.000835757	0.0422552	0.419329	3.53758	0.212248	0.243377	0.189696	0.249718	0.317209	0.0284129	0.243386	0.354526	0.0189309	0.321381	0.0333636	10.682
28790	-30527.4	-30465.1	-62.2627	0.212303	0.062971	0.688173	0.000792496	0.0411607	0.414997	3.54305	0.219393	0.242123	0.193625	0.248679	0.315574	0.0284119	0.243378	0.354514	0.0189302	0.321371	0.0333955	10.9284
28800	-30533.3	-30469.8	-63.4878	0.213915	0.160552	2.04744	0.000832295	0.0421687	0.418989	3.53801	0.228944	0.244809	0.188368	0.259816	0.307007	0.028493	0.244072	0.355526	0.0189843	0.322288	0.0306363	12.7525
28810	-30531	-30467.6	-63.37	0.200704	0.132757	1.83133	0.000544222	0.0341826	0.385493	3.57978	0.206852	0.25065	0.19217	0.244122	0.313059	0.028493	0.244072	0.355526	0.0189843	0.322288	0.0306363	13.7947
28820	-30526.7	-30464.3	-62.4327	0.202849	0.124752	1.56859	0.0005853	0.0354354	0.391054	3.57293	0.215244	0.250994	0.192433	0.244457	0.312116	0.0281518	0.241149	0.351268	0.0208325	0.318428	0.0401716	12.5736
28830	-30528.5	-30463.9	-64.5243	0.213888	0.295964	3.91279	0.000831638	0.0421523	0.418925	3.53809	0.225287	0.252329	0.188138	0.245757	0.313776	0.0255676	0.24272	0.353556	0.0209682	0.320502	0.0366862	13.2205
28840	-30519.4	-30456.1	-63.2919	0.205258	0.27251	3.80584	0.000633973	0.036863	0.397242	3.56526	0.21791	0.252329	0.188138	0.245757	0.313776	0.0309467	0.249177	0.337533	0.0142008	0.330331	0.0378113	13.9659
28850	-30519.9	-30457.6	-62.3034	0.203462	0.107724	1.19642	0.000597411	0.0357961	0.392632	3.57097	0.216569	0.252873	0.186388	0.246287	0.314453	0.0307632	0.249224	0.337597	0.0142035	0.330394	0.0378185	11.1063
28860	-30523.1	-30458	-65.1067	0.208496	0.0509194	0.695923	0.000703774	0.038816	0.405465	3.55502	0.213872	0.253407	0.190469	0.244259	0.311864	0.0305367	0.247389	0.335111	0.017845	0.327961	0.0411573	13.6672
28870	-30523.1	-30461.6	-61.5292	0.208307	0.0299445	0.315176	0.000699563	0.0387011	0.404989	3.55561	0.216461	0.253407	0.190469	0.244259	0.311864	0.0299705	0.246833	0.344866	0.0162264	0.327224	0.0348806	10.5253
28880	-30521.1	-30459.2	-61.8862	0.215389	0.105457	1.19204	0.000869878	0.0430982	0.422616	3.53342	0.221393	0.253407	0.190469	0.244259	0.311864	0.0312543	0.246506	0.344409	0.0162049	0.326791	0.0348344	11.3036
28890	-30526.4	-30463.8	-62.5769	0.213949	0.03367	0.418251	0.000833162	0.0421904	0.419074	3.5379	0.219143	0.253407	0.190469	0.244259	0.311864	0.0335495	0.246433	0.344306	0.014884	0.326693	0.0341353	12.4221
28900	-30532.1	-30469.4	-62.6784	0.211105	0.0661178	0.674644	0.00076379	0.0404175	0.412014	3.5468	0.203475	0.254991	0.185411	0.245785	0.313812	0.0313863	0.246229	0.344022	0.015312	0.326423	0.0366272	10.2037
28910	-30528.7	-30466.5	-62.1627	0.202471	0.029773	0.308327	0.000577907	0.0352133	0.390077	3.57413	0.208463	0.253932	0.188793	0.244765	0.31251	0.0312922	0.245492	0.342991	0.0182622	0.325445	0.0365174	10.3559
28920	-30529.2	-30467.5	-61.6223	0.202296	0.00940211	0.0983965	0.000574506	0.0351107	0.389625	3.57469	0.217	0.254577	0.194145	0.243544	0.307734	0.0316443	0.246678	0.344649	0.0133172	0.327018	0.0366939	10.4654
28930	-30531.3	-30468.6	-62.7642	0.198646	0.0565481	0.595638	0.00050677	0.0329978	0.380114	3.58638	0.214706	0.252144	0.194673	0.248389	0.304794	0.0311511	0.257336	0.339277	0.0131097	0.321921	0.0372044	10.5333
28940	-30530.8	-30466.6	-64.1313	0.210035	0.0378062	0.367701	0.000738764	0.0397578	0.409337	3.55017	0.229239	0.252144	0.194673	0.248389	0.304794	0.0321397	0.234727	0.350044	0.0135257	0.332137	0.0374261	9.72596
28950	-30535	-30470.2	-64.7464	0.228015	0.165489	2.22408	0.00124038	0.0513384	0.452775	3.49465	0.227621	0.248439	0.193367	0.246723	0.311471	0.0320443	0.23403	0.349005	0.0134856	0.331151	0.0402847	13.4395
28960	-30522.4	-30458.6	-63.7581	0.208886	0.134575	1.46418	0.00071253	0.0390539	0.406449	3.55378	0.217592	0.244319	0.19016	0.250782	0.314738	0.0320443	0.23403	0.349005	0.0134856	0.331151	0.0402847	10.88
28970	-30524.6	-30462.1	-62.4873	0.210054	0.000362159	0.00419764	0.000739199	0.0397694	0.409384	3.55011	0.214435	0.244319	0.19016	0.250782	0.314738	0.0324187	0.237029	0.339538	0.0136584	0.335395	0.0419614	11.5906
28980	-30529.2	-30466.2	-62.975	0.210054	0.0719616	0.824399	0.000739199	0.0397694	0.409384	3.55011	0.225993	0.249478	0.194175	0.241626	0.314721	0.0285989	0.236949	0.339423	0.0177998	0.335282	0.0419473	11.4561
28990	-30523.3	-30459.9	-63.4427	0.213697	0.175799	2.04268	0.000826831	0.0420318	0.418451	3.53869	0.22113	0.249553	0.197699	0.242049	0.310699	0.0288591	0.239105	0.342511	0.0187733	0.338332	0.0324195	11.6194
29000	-30518.4	-30456	-62.4581	0.213926	0.102667	1.17598	0.000832578	0.0421758	0.419017	3.53797	0.217127	0.246853	0.191488	0.254321	0.307338	0.0288004	0.238618	0.341815	0.0158321	0.337644	0.0372904	11.4543
29010	-30523.2	-30460.3	-62.912	0.199006	0.019025	0.187464	0.000513194	0.0332041	0.381059	3.58522	0.228172	0.261706	0.182175	0.241952	0.314167	0.0264424	0.242296	0.334472	0.0160761	0.342848	0.0378652	9.85352
29020	-30534.7	-30472.4	-62.2549	0.21613	0.0749335	0.819345	0.000889201	0.0435681	0.424431	3.53111	0.217937	0.261706	0.182175	0.241952	0.314167	0.0263857	0.242219	0.334365	0.0201028	0.342739	0.0341876	10.9343
29030	-30535.1	-30469.8	-65.29	0.205408	0.206958	2.22136	0.000637082	0.0369523	0.397623	3.56479	0.223674	0.250251	0.179066	0.246981	0.323702	0.0312702	0.242848	0.335234	0.0127418	0.343629	0.0342764	10.7334
29040	-30530.4	-30468	-62.4136	0.21	0.0640611	0.743202	0.000737965	0.0397366	0.40925	3.55028	0.221961	0.250251	0.179066	0.246981	0.323702	0.0219695	0.239595	0.338307	0.0152416	0.34678	0.0381072	11.6015
29050	-30533.9	-30470.8	-63.1649	0.207954	0.0798478	0.999951	0.000691744	0.0384867	0.404097	3.55672	0.223592	0.248849	0.179271	0.247263	0.324617	0.0414074	0.236317	0.333679	0.0150331	0.342035	0.0315286	12.5232
29060	-30530.8	-30468.3	-62.4712	0.212792	0.0262006	0.298027	0.00080443	0.0414656	0.416211	3.54152	0.226014	0.244293	0.17599	0.250541	0.329177	0.0350067	0.240232	0.339207	0.0152822	0.339106	0.0311662	11.3748
29070	-30529.1	-30466.5	-62.5513	0.214789	0.0699382	0.87124	0.000854458	0.0427193	0.421144	3.53528	0.226014	0.249481	0.182884	0.246166	0.321469	0.0349092	0.239563	0.338263	0.0180224	0.338162	0.0310795	12.4573
29080	-30529.9	-30468.4	-61.42	0.205549	0.00249543	0.0273322	0.000640043	0.0370371	0.397986	3.56434	0.213911	0.249481	0.182884	0.246166	0.321469	0.0363558	0.239565	0.338266	0.0172015	0.338165	0.030446	10.9529
29090	-30523.6	-30461.5	-62.0167	0.209031	0.0761399	0.854683	0.000715817	0.0391428	0.406815	3.55333	0.208994	0.244947	0.190205	0.249221	0.315627	0.0361246	0.238042	0.336115	0.0159559	0.336015	0.0377468	11.2252
29100	-30526.6	-30463.5	-63.0862	0.213372	0.0944232	0.967823	0.000818741	0.0418282	0.417648	3.53971	0.218353	0.246856	0.186074	0.251164	0.315906	0.0352992	0.232603	0.351284	0.0155913	0.328338	0.0368843	10.2498
29110	-30529	-30465.9	-63.1071	0.215592	0.135685	1.70706	0.000875137	0.0432266	0.423114	3.53278	0.219543	0.250814	0.189058	0.25519	0.304938	0.0326602	0.232684	0.351406	0.0179005	0.328452	0.0368972	12.5811
29120	-30540.2	-30476.5	-63.6598	0.21369	0.320835	4.58486	0.000826673	0.0420278	0.418435	3.53871	0.202478	0.23984	0.191827	0.258928	0.309405	0.0345926	0.23393	0.353287	0.0179963	0.33021	0.0299843	14.2904
29130	-30530.9	-30467.8	-63.0594	0.203358	0.29108	3.78022	0.000595339	0.0357347	0.392364	3.57131	0.207892	0.240418	0.191701	0.259552	0.308328	0.0304557	0.233335	0.352389	0.0179506	0.329371	0.036499	12.9869
29140	-30539.5	-30476.9	-62.5955	0.21241	0.141206	1.47772	0.000795103	0.0412275	0.415264	3.54271	0.205808	0.239385	0.190877	0.258437	0.311301	0.0242718	0.233822	0.360903	0.0166278	0.323223	0.0411523	10.4649
29150	-30528.7	-30468.3	-60.3622	0.212725	0.0267349	0.293035	0.000802786	0.0414238	0.416045	3.54173	0.212718	0.246967	0.188974	0.255861	0.308198	0.024003	0.242307	0.356906	0.0164436	0.319643	0.0406965	10.9607
29160	-30530.2	-30468.1	-62.1593	0.216644	0.178631	2.38728	0.000902787	0.0438953	0.425688	3.52951	0.212084	0.24665	0.188732	0.258841	0.305777	0.023526	0.237492	0.349814	0.0161168	0.333163	0.0398878	13.3643
29170	-30536	-30474.5	-61.5687	0.21117	0.141354	1.69556	0.000765337	0.0404579	0.412177	3.5466	0.223189	0.245966	0.194703	0.248616	0.310714	0.0259704	0.236898	0.348938	0.0160765	0.332329	0.0397879	11.9951
29180	-30531.3	-30470.1	-61.1528	0.208062	0.0193346	0.216138	0.000694113	0.0385518	0.404368	3.55639	0.218219	0.24813	0.18762	0.250803	0.313447	0.0259034	0.242272	0.348037	0.013548	0.331472	0.038768	11.1788
29190	-30523.6	-30462.6	-60.9344	0.216025	0.074332	0.829823	0.000886455	0.0435016	0.424175	3.53144	0.205547	0.249899	0.188958	0.245462	0.315681	0.0258083	0.241382	0.346759	0.0171702	0.330254	0.0386256	11.1637
29200	-30533	-30471	-62.0082	0.216025	0.0184178	0.184611	0.000886455	0.0435016	0.424175	3.53144	0.207658	0.249362	0.19095	0.253317	0.306371	0.0242352	0.258092	0.339597	0.0168155	0.323433	0.0378278	10.0235
29210	-30537.2	-30474.4	-62.7894	0.21156	0.0916217	1.16488	0.000774615	0.0406994	0.41315	3.54538	0.213182	0.251857	0.184761	0.255337	0.308044	0.0327665	0.257749	0.339145	0.0187353	0.313827	0.0377775	12.714
29220	-30540.3	-30476.8	-63.5366	0.211167	0.250303	2.9677	0.00076525	0.0404556	0.412168	3.54661	0.2061	0.251857	0.184761	0.255337	0.308044	0.0327967	0.257986	0.339458	0.0178316	0.314116	0.0378123	11.8564
29230	-30535.2	-30473.7	-61.518	0.203805	0.0846769	0.96933	0.000604271	0.0359988	0.393514	3.56988	0.199711	0.250678	0.183896	0.254142	0.311284	0.0327573	0.257997	0.339471	0.0178323	0.314128	0.0378138	11.4474
29240	-30530.4	-30468.4	-61.9926	0.216511	0.0846769	1.00499	0.000899255	0.0438105	0.425362	3.52993	0.205255	0.251282	0.186555	0.246377	0.315785	0.0327573	0.257997	0.339471	0.0178323	0.314128	0.0378138	11.8686
29250	-30544.2	-30482.4	-61.8188	0.2098	0.0345246	0.332655	0.000733358	0.0396138	0.408749	3.5509	0.207826	0.250888	0.189972	0.245053	0.314087	0.0328086	0.258401	0.340003	0.0162937	0.314621	0.0378731	9.6353
29260	-30531.4	-30470.6	-60.7293	0.21006	0.0345246	0.368092	0.00073934	0.0397731	0.409399	3.55009	0.206217	0.250675	0.193947	0.241556	0.313821	0.0328504	0.25873	0.340436	0.0150405	0.315021	0.0379213	10.6617
29270	-30527.1	-30465.8	-61.2819	0.207112	0.0840679	0.990887	0.000673316	0.0379766	0.401963	3.55939	0.203809	0.246958	0.195379	0.239459	0.318203	0.0358071	0.257574	0.338915	0.0163378	0.313614	0.0377519	11.7868
29280	-30533.9	-30469.9	-63.9458	0.212288	0.0565768	0.506602	0.000792145	0.0411517	0.414962	3.54309	0.202791	0.248909	0.196923	0.241351	0.312817	0.0357631	0.257258	0.334978	0.0210669	0.313229	0.0377055	8.95423
29290	-30535.8	-30474.2	-61.5984	0.209454	0.0744577	0.781918	0.00072542	0.0394014	0.407878	3.55199	0.207659	0.250297	0.192445	0.242697	0.314561	0.0280612	0.26241	0.341687	0.0214888	0.307892	0.0384607	10.5015
29300	-30529.4	-30468.2	-61.1839	0.208305	0.0472483	0.532087	0.000699519	0.0386999	0.404984	3.55562	0.199922	0.250297	0.192445	0.242697	0.314561	0.0279875	0.261721	0.340789	0.0220837	0.307084	0.0403349	11.2615
29310	-30531.1	-30468.9	-62.1323	0.214626	0.10589	1.31839	0.000850296	0.0426165	0.420743	3.53579	0.201155	0.247984	0.191178	0.249184	0.311654	0.0283622	0.250233	0.345353	0.0223794	0.311196	0.0424768	12.4505
29320	-30527.4	-30465.7	-61.7456	0.215407	0.0720048	0.737557	0.000870343	0.0431095	0.42266	3.53336	0.207131	0.248272	0.191601	0.249737	0.310389	0.0289938	0.239825	0.353042	0.0228777	0.318125	0.0371358	10.2432
29330	-30529.1	-30467.1	-61.9376	0.210099	0.0776698	0.779386	0.00074025	0.0397973	0.409498	3.54996	0.200608	0.248212	0.191555	0.249921	0.310313	0.0291236	0.2409	0.354624	0.0239394	0.31955	0.0318634	10.0346
29340	-30522	-30461.2	-60.786	0.222728	0.0284311	0.286677	0.00107439	0.0478296	0.440344	3.51075	0.198735	0.248212	0.191555	0.249921	0.310313	0.0291529	0.244763	0.35498	0.017882	0.319871	0.0333508	10.0832
29350	-30521.8	-30460	-61.7317	0.214339	0.127428	1.48243	0.000842998	0.0424355	0.420036	3.53669	0.20897	0.253041	0.190324	0.248315	0.30832	0.0265566	0.244557	0.354682	0.017867	0.319603	0.0367346	11.6335
29360	-30521.9	-30460.1	-61.8382	0.214339	0.170738	2.11894	0.000842998	0.0424355	0.420036	3.53669	0.203579	0.256419	0.186662	0.24677	0.31015	0.0266226	0.239397	0.347199	0.0184474	0.332309	0.0360248	12.4105
29370	-30522.6	-30461.8	-60.781	0.207155	0.00100051	0.0111726	0.000674257	0.0380028	0.402074	3.55925	0.206637	0.256419	0.186662	0.24677	0.31015	0.0266226	0.239397	0.347199	0.0184474	0.332309	0.0360248	11.1669
29380	-30525.3	-30465.2	-60.1475	0.213048	0.00100051	0.00976251	0.000810724	0.0416255	0.416846	3.54072	0.194849	0.244045	0.194947	0.249841	0.311167	0.0314653	0.253372	0.338297	0.0179745	0.323789	0.0351012	9.75756
29390	-30521.9	-30461.6	-60.3187	0.204615	0.00100051	0.0103837	0.000620703	0.0364795	0.395594	3.56731	0.207135	0.248613	0.195313	0.241505	0.314569	0.0261767	0.249977	0.342405	0.0181927	0.327721	0.0355274	10.3784
29400	-30521.6	-30460.4	-61.2168	0.209554	0.10075	1.15215	0.000727712	0.0394629	0.408131	3.55168	0.204805	0.248855	0.195502	0.24174	0.313903	0.0261767	0.249977	0.342405	0.0181927	0.327721	0.0355274	11.4358
29410	-30531.6	-30470.6	-60.9969	0.205865	0.113918	1.22986	0.000646664	0.037226	0.39879	3.56334	0.19512	0.246734	0.203878	0.252096	0.297292	0.0261601	0.249819	0.342188	0.0181812	0.327513	0.0361388	10.7959
29420	-30534.1	-30472.6	-61.4391	0.206708	0.0904139	0.947226	0.000664589	0.0377325	0.400936	3.56067	0.201055	0.238042	0.188958	0.243214	0.329786	0.0281582	0.251226	0.344115	0.0163936	0.323765	0.0363423	10.4766
29430	-30534.2	-30471	-63.2449	0.200531	0.189674	2.02776	0.000541009	0.0340826	0.385044	3.58033	0.202149	0.249929	0.187283	0.241058	0.32173	0.0290601	0.250364	0.342935	0.0223117	0.322655	0.0326748	10.6907
29440	-30534.9	-30474.6	-60.3147	0.20846	0.0155879	0.170986	0.000702969	0.0387941	0.405374	3.55513	0.197098	0.242528	0.186037	0.259233	0.312202	0.0367973	0.248369	0.340202	0.0221339	0.320084	0.0324145	10.9691
29450	-30537.9	-30476.6	-61.2676	0.212761	0.0136409	0.140422	0.000803678	0.0414465	0.416135	3.54161	0.210077	0.252433	0.180899	0.255442	0.311226	0.0367973	0.248369	0.340202	0.0221339	0.320084	0.0324145	10.2942
29460	-30533.4	-30473.1	-60.3927	0.20974	0.128299	1.48181	0.000731967	0.0395767	0.408597	3.55109	0.198602	0.251395	0.183078	0.250552	0.314975	0.0409624	0.239761	0.328412	0.0141116	0.341139	0.0356146	11.5496
29470	-30533.7	-30473.3	-60.396	0.212307	0.00954999	0.0990238	0.000792605	0.0411635	0.415009	3.54304	0.203825	0.252543	0.180048	0.251696	0.315713	0.0409216	0.239522	0.328085	0.0150935	0.340799	0.0355791	10.369
29480	-30535.2	-30473	-62.2124	0.211006	0.119588	1.3339	0.000761449	0.0403563	0.411767	3.54712	0.218202	0.253499	0.182156	0.247438	0.316908	0.0408905	0.23934	0.327835	0.0158429	0.34054	0.0355521	11.1541
29490	-30540.2	-30477.5	-62.6823	0.208092	0.227585	2.7927	0.000694794	0.0385705	0.404446	3.55629	0.208946	0.250735	0.181699	0.251452	0.316113	0.0395976	0.239664	0.328279	0.0158588	0.341001	0.0356002	12.271
29500	-30535.8	-30473.6	-62.1873	0.205149	0.171616	2.07182	0.000631701	0.0367976	0.396962	3.56561	0.213108	0.256824	0.180222	0.249409	0.313544	0.0390787	0.23938	0.327889	0.0174985	0.340596	0.035558	12.0724
29510	-30536.5	-30473.1	-63.389	0.205149	0.16868	1.73611	0.000631701	0.0367976	0.396962	3.56561	0.212933	0.254866	0.178848	0.242792	0.323494	0.0343563	0.236959	0.33914	0.0173215	0.337151	0.0350721	10.2923
29520	-30541.5	-30480.1	-61.458	0.218372	0.0853151	0.930691	0.000949463	0.0450008	0.429888	3.52416	0.214819	0.257546	0.192834	0.247005	0.302616	0.0359691	0.235102	0.336484	0.0231375	0.33451	0.0347974	10.9089
29530	-30540.2	-30478.8	-61.3357	0.209706	0.0128029	0.134689	0.000731192	0.039556	0.408512	3.5512	0.220075	0.248652	0.186175	0.238475	0.326699	0.0399282	0.243712	0.33261	0.0155749	0.337754	0.0304205	10.5202
29540	-30534.5	-30473.8	-60.6904	0.208192	0.0649608	0.710228	0.000697013	0.0386313	0.404699	3.55597	0.215926	0.244935	0.183392	0.249858	0.321815	0.0399282	0.243712	0.33261	0.0155749	0.337754	0.0304205	10.9332
29550	-30521.9	-30461	-60.8297	0.207148	0.00430269	0.0477089	0.000674085	0.037998	0.402053	3.55927	0.216346	0.247793	0.182698	0.248912	0.320597	0.0379443	0.244216	0.333298	0.0156071	0.338452	0.0304834	11.0882
29560	-30527.3	-30463.3	-63.9341	0.21407	0.130646	1.30268	0.000836196	0.0422662	0.419372	3.53753	0.221635	0.250434	0.18124	0.244312	0.324014	0.0362011	0.243891	0.332854	0.0155863	0.338001	0.0334653	9.97103
29570	-30526.6	-30465.7	-60.9439	0.212095	0.0562629	0.640041	0.000787461	0.0410313	0.414481	3.5437	0.214967	0.252066	0.180638	0.245904	0.321391	0.036334	0.239035	0.334077	0.0145605	0.339243	0.0367513	11.3759
29580	-30525.9	-30463.4	-62.519	0.207329	0.110668	1.18497	0.000678025	0.0381076	0.402513	3.5587	0.22491	0.25249	0.181803	0.245215	0.320491	0.0282991	0.241075	0.336928	0.0144963	0.342137	0.037065	10.7075
29590	-30524	-30462.1	-61.8752	0.219443	0.02934	0.332581	0.000979215	0.045691	0.432477	3.52085	0.223842	0.250711	0.18775	0.243307	0.318232	0.0353823	0.251695	0.339242	0.0142643	0.332035	0.0273807	11.3354
29600	-30521.7	-30458.9	-62.7519	0.212496	0.118886	1.33269	0.000797208	0.0412814	0.415479	3.54244	0.232029	0.248231	0.191611	0.240901	0.319256	0.0354609	0.252254	0.339995	0.014296	0.330552	0.0274416	11.2098
29610	-30526.6	-30464.9	-61.6981	0.21291	0.0752325	0.913627	0.000807345	0.0415397	0.416506	3.54115	0.220193	0.248922	0.192145	0.241248	0.317685	0.0351337	0.249927	0.336858	0.0141641	0.327502	0.0364154	12.144
29620	-30525.1	-30462.1	-62.946	0.216203	0.072866	0.748161	0.000891118	0.0436144	0.424609	3.53089	0.222855	0.24939	0.192506	0.241702	0.316403	0.0350108	0.249052	0.33568	0.0176137	0.326356	0.036288	10.2676
29630	-30526.7	-30463.7	-63.0286	0.210108	0.19659	2.68133	0.000740459	0.0398028	0.409521	3.54994	0.224027	0.251303	0.18631	0.243556	0.318831	0.0350108	0.249052	0.33568	0.0176137	0.326356	0.036288	13.6392
29640	-30530.6	-30466.8	-63.8248	0.216474	0.288985	4.02162	0.000898284	0.0437871	0.425273	3.53004	0.235957	0.252499	0.190687	0.243621	0.313193	0.0293332	0.251328	0.338747	0.0177747	0.329338	0.0334788	13.9164
29650	-30530.8	-30466.5	-64.3478	0.210118	0.193812	2.24809	0.000740683	0.0398088	0.409545	3.54991	0.235439	0.252006	0.192266	0.243146	0.312582	0.026738	0.259611	0.349911	0.0185667	0.310031	0.0351413	11.5994
29660	-30530.4	-30467.9	-62.508	0.211504	0.0147827	0.179423	0.000773272	0.0406645	0.41301	3.54555	0.224689	0.240362	0.195259	0.246931	0.317448	0.0341497	0.258949	0.349018	0.0144701	0.30691	0.0365029	12.1373
29670	-30529.7	-30466.5	-63.1662	0.205372	0.188453	2.45568	0.000636331	0.0369307	0.397531	3.5649	0.228096	0.243123	0.19455	0.246033	0.316294	0.031415	0.2622	0.348763	0.0144595	0.306686	0.0364762	13.0308
29680	-30538	-30475.3	-62.6703	0.204542	0.0512253	0.645323	0.000619206	0.036436	0.395407	3.56754	0.230509	0.246837	0.197521	0.234517	0.321125	0.0317954	0.265375	0.339548	0.0197943	0.310399	0.0330876	12.5977
29690	-30537.2	-30472.1	-65.0705	0.201597	0.0432013	0.422319	0.000561069	0.034702	0.387814	3.57692	0.230802	0.245044	0.183128	0.251151	0.320677	0.0368361	0.259494	0.332023	0.0193556	0.319936	0.0323544	9.77563
29700	-30538.1	-30475.4	-62.6674	0.216686	0.0471032	0.532531	0.00090391	0.0439223	0.425791	3.52938	0.239583	0.246971	0.184568	0.230161	0.3383	0.0368563	0.259637	0.332206	0.0188168	0.320112	0.0323721	11.3056
29710	-30535.7	-30472.4	-63.2807	0.209093	0.0249704	0.266771	0.000717211	0.0391805	0.40697	3.55313	0.239961	0.236815	0.180903	0.250699	0.331583	0.0346396	0.258713	0.336532	0.0188839	0.318974	0.032257	10.6835
29720	-30530.5	-30467.5	-62.9453	0.203004	0.0726986	0.878073	0.000588342	0.0355263	0.391453	3.57243	0.238392	0.257143	0.176901	0.239146	0.32681	0.0313535	0.259805	0.337953	0.0181747	0.32032	0.0323932	12.0783
29730	-30531.7	-30467.5	-64.1868	0.212353	0.257952	3.50655	0.000793724	0.0411922	0.415123	3.54289	0.234926	0.257143	0.176901	0.239146	0.32681	0.0398663	0.256683	0.333891	0.0210862	0.31647	0.0320038	13.5938
29740	-30529.1	-30467.5	-61.5213	0.199982	0.0408017	0.482745	0.000530874	0.0337653	0.383612	3.58209	0.228548	0.254053	0.186792	0.236272	0.322883	0.0316086	0.260034	0.33825	0.0161815	0.320602	0.0333239	11.8315
29750	-30529.2	-30465	-64.2523	0.22276	0.184329	2.68122	0.00107535	0.0478506	0.44042	3.51065	0.232297	0.254053	0.186792	0.236272	0.322883	0.0304077	0.259188	0.337149	0.0204812	0.319559	0.0332154	14.5459
29760	-30534.9	-30470.9	-63.9858	0.212239	0.10641	1.49953	0.00079096	0.0411213	0.41484	3.54325	0.230868	0.251156	0.186811	0.236296	0.325737	0.0304077	0.259188	0.337149	0.0204812	0.319559	0.0332154	14.092
29770	-30538.1	-30476.2	-61.8954	0.20236	0.0484384	0.563114	0.000575736	0.0351478	0.389789	3.57449	0.233616	0.262864	0.190018	0.228798	0.31832	0.0273323	0.263455	0.32943	0.0193018	0.324819	0.0356618	11.6254
29780	-30537.9	-30474.5	-63.3644	0.214488	0.197216	2.57189	0.00084677	0.0425292	0.420402	3.53622	0.239471	0.245468	0.196418	0.233397	0.324717	0.0345057	0.261679	0.326591	0.0191718	0.322631	0.0354215	13.041
29790	-30532.8	-30470	-62.8113	0.210305	0.0881523	1.13216	0.000745031	0.0399241	0.410014	3.54932	0.228469	0.247017	0.190264	0.235951	0.326767	0.0368689	0.260821	0.325519	0.0191089	0.321572	0.0361102	12.8432
29800	-30530.1	-30467.3	-62.8214	0.208553	0.0929069	1.13739	0.000705062	0.0388511	0.40561	3.55483	0.23578	0.25216	0.191553	0.231456	0.324831	0.0370136	0.261844	0.326797	0.0200742	0.318019	0.0362519	12.2423
29810	-30534.3	-30470.8	-63.4981	0.213979	0.0575451	0.59864	0.000833904	0.0422089	0.419147	3.53781	0.225735	0.249517	0.190576	0.233219	0.326688	0.037068	0.262229	0.327277	0.0186337	0.318487	0.0363052	10.403
29820	-30536.3	-30466.7	-69.5573	0.207858	0.400513	4.80027	0.000689627	0.0384285	0.403855	3.55703	0.2245	0.245156	0.187245	0.246622	0.320978	0.0371778	0.263007	0.328247	0.0186889	0.319431	0.0334484	11.9853
29830	-30529.9	-30463.9	-65.9848	0.22003	0.378152	5.90588	0.000995787	0.0460708	0.433891	3.51904	0.233599	0.245916	0.187826	0.244285	0.321973	0.0371778	0.263007	0.328247	0.0186889	0.319431	0.0334484	15.6177
29840	-30531.7	-30466.1	-65.652	0.208428	0.378152	5.81186	0.00070225	0.0387745	0.405293	3.55523	0.225301	0.243106	0.189055	0.245884	0.321955	0.0372104	0.263371	0.328535	0.0176959	0.319711	0.0334777	15.3691
29850	-30534.1	-30469.6	-64.5179	0.207909	0.241238	3.48445	0.000690733	0.0384589	0.403981	3.55687	0.225557	0.242473	0.188563	0.245244	0.32372	0.0319324	0.264815	0.330336	0.0177929	0.321463	0.0336613	14.4441
29860	-30534.7	-30470.2	-64.4759	0.212474	0.218684	3.07638	0.000796673	0.0412677	0.415424	3.54251	0.232489	0.241052	0.188917	0.245704	0.324327	0.0320715	0.265969	0.331775	0.0172008	0.319175	0.033808	14.0677
29870	-30530	-30467.3	-62.7576	0.220477	0.139659	1.77229	0.00100854	0.0463608	0.434966	3.51766	0.228434	0.244608	0.188032	0.244553	0.322808	0.0322896	0.238288	0.353491	0.0205486	0.321345	0.0340378	12.6901
29880	-30530.6	-30467.6	-62.9949	0.211867	0.123791	1.60695	0.000781977	0.04089	0.413915	3.54441	0.231131	0.250015	0.189974	0.241385	0.318626	0.0346006	0.237929	0.352957	0.0205176	0.32086	0.0331353	12.9811
29890	-30530.3	-30467.8	-62.5359	0.19778	0.0426182	0.469004	0.000491588	0.0325048	0.37784	3.58916	0.231847	0.247545	0.188097	0.24888	0.315478	0.0347922	0.239246	0.354912	0.0206312	0.322637	0.0277813	11.0048
29900	-30521.1	-30458.2	-62.8547	0.210657	0.0619307	0.65649	0.000753236	0.0401406	0.410894	3.54821	0.227995	0.247545	0.188097	0.24888	0.315478	0.02306	0.250245	0.35568	0.0174636	0.323336	0.0302158	10.6004
29910	-30522.6	-30460.7	-61.9581	0.216332	0.096966	1.25925	0.00089452	0.0436965	0.424925	3.53048	0.232622	0.246315	0.187163	0.245571	0.320951	0.0239698	0.260136	0.341995	0.0167917	0.328055	0.0290532	12.9865
