Iteration	Posterior	Likelihood	Prior	alpha_g	epsilon	extinction	gamma_cats[1]	gamma_cats[2]	gamma_cats[3]	gamma_cats[4]	mu	pi[1]	pi[2]	pi[3]	pi[4]	r[1]	r[2]	r[3]	r[4]	r[5]	r[6]	speciation
1080	-30525.2	-30463.8	-61.3419	0.201782	0.12907	1.54881	0.000564605	0.0348101	0.388294	3.57633	0.209948	0.250856	0.189286	0.249863	0.309995	0.0352274	0.229206	0.3397	0.0188323	0.341342	0.0356912	11.9998
1090	-30530.2	-30468.8	-61.4941	0.20856	0.0760643	0.789835	0.000705211	0.0388552	0.405627	3.55481	0.213541	0.251359	0.183394	0.250364	0.314883	0.0285165	0.237979	0.352702	0.0188013	0.324944	0.0370573	10.3838
1100	-30529.3	-30468.9	-60.4429	0.209613	0.0626018	0.721654	0.000729057	0.0394989	0.408278	3.55149	0.21052	0.248417	0.187922	0.251231	0.31243	0.0298907	0.238736	0.353824	0.0143973	0.325977	0.0371752	11.5277
1110	-30530.1	-30468.2	-61.9208	0.199011	0.182851	2.15079	0.000513276	0.0332067	0.381071	3.58521	0.212174	0.244035	0.19298	0.246799	0.316186	0.0320983	0.237257	0.351633	0.0181082	0.323959	0.0369449	11.7626
1120	-30524.2	-30463.5	-60.7042	0.206863	0.00735529	0.0853338	0.000667926	0.037826	0.40133	3.56018	0.216803	0.251711	0.19102	0.244293	0.312975	0.0320983	0.237257	0.351633	0.0181082	0.323959	0.0369449	11.6017
1130	-30527.9	-30466.1	-61.7411	0.216375	0.121759	1.43263	0.000895652	0.0437238	0.42503	3.53035	0.214257	0.251412	0.190793	0.245193	0.312603	0.0328828	0.240517	0.341393	0.018357	0.335124	0.0317262	11.7661
1140	-30530.2	-30467.5	-62.6541	0.207679	0.247622	3.24236	0.000685677	0.0383196	0.4034	3.55759	0.218234	0.246411	0.184578	0.249795	0.319215	0.0339098	0.240922	0.341968	0.015734	0.335687	0.0317796	13.094
1150	-30532.3	-30468.1	-64.2229	0.206827	0.13219	1.87159	0.000667167	0.0378048	0.401241	3.56029	0.212339	0.247668	0.18552	0.245969	0.320843	0.0321499	0.246761	0.350256	0.0161153	0.322168	0.0325498	14.1583
1160	-30528.2	-30466.6	-61.6369	0.208857	0.118549	1.47949	0.000711877	0.0390362	0.406376	3.55388	0.210302	0.2455	0.19265	0.243816	0.318034	0.0297556	0.260344	0.351803	0.0155619	0.311104	0.0314319	12.48
1170	-30535.8	-30471	-64.7743	0.212638	0.0236742	0.209512	0.000800653	0.0413694	0.415829	3.542	0.215624	0.244947	0.192217	0.243268	0.319568	0.0349562	0.258984	0.349966	0.015347	0.309479	0.0312678	8.8498
1180	-30530	-30468.8	-61.2131	0.208651	0.153358	1.88753	0.000707256	0.0389108	0.405857	3.55452	0.202465	0.244947	0.192217	0.243268	0.319568	0.0349948	0.258167	0.350352	0.015364	0.30982	0.0313023	12.308
1190	-30537.1	-30473.4	-63.749	0.212372	0.323979	4.26833	0.000794173	0.0412037	0.415169	3.54283	0.219257	0.237133	0.194206	0.245785	0.322876	0.0349209	0.259732	0.349613	0.0153316	0.309167	0.0312362	13.1747
1200	-30529.6	-30468.2	-61.4448	0.212509	0.0578666	0.668694	0.000797524	0.0412894	0.415511	3.5424	0.218127	0.240086	0.196625	0.248847	0.314442	0.0349215	0.259736	0.349619	0.0153153	0.309172	0.0312368	11.5558
1210	-30527.6	-30466	-61.5602	0.214701	0.114757	1.40859	0.000852199	0.0426636	0.420927	3.53556	0.208396	0.242191	0.198349	0.242261	0.317199	0.0348667	0.259328	0.349071	0.0157948	0.308687	0.0322525	12.2745
1220	-30538.9	-30477.5	-61.3723	0.209579	0.0594377	0.611987	0.000728272	0.0394779	0.408192	3.5516	0.217771	0.242191	0.198349	0.242261	0.317199	0.0358385	0.2591	0.349129	0.0149357	0.308739	0.0322579	10.2963
1230	-30535.9	-30474.4	-61.5334	0.227577	0.0765682	0.859434	0.00122602	0.0510448	0.451756	3.49597	0.21875	0.242191	0.198349	0.242261	0.317199	0.0359379	0.259819	0.350098	0.0128009	0.309595	0.0317499	11.2244
1240	-30526.5	-30464.9	-61.5896	0.219637	0.0156536	0.181382	0.000984654	0.045816	0.432944	3.52026	0.224623	0.242191	0.198349	0.242261	0.317199	0.0358497	0.259181	0.349238	0.0120179	0.308006	0.0357069	11.5873
1250	-30526.6	-30464.2	-62.4319	0.218763	0.0971017	1.0647	0.000960263	0.0452526	0.430836	3.52295	0.231717	0.243623	0.199522	0.23778	0.319075	0.0321053	0.257378	0.346809	0.0158049	0.312445	0.0354585	10.9648
1260	-30539.1	-30474.8	-64.2979	0.219914	0.0489023	0.664004	0.000992505	0.0459959	0.433613	3.5194	0.225315	0.249473	0.186696	0.240758	0.323072	0.0321367	0.257629	0.347147	0.0148434	0.31275	0.0354932	13.5782
1270	-30535.4	-30474.2	-61.1707	0.21088	0.143688	1.62885	0.000758493	0.0402788	0.411454	3.54751	0.212261	0.249624	0.186205	0.240904	0.323267	0.0398766	0.250111	0.345636	0.0182701	0.311389	0.034718	11.3361
1280	-30528.1	-30467.5	-60.5763	0.219918	0.00835619	0.0923753	0.000992604	0.0459981	0.433621	3.51939	0.218198	0.248194	0.188525	0.239043	0.324238	0.0398727	0.250086	0.345603	0.0174453	0.311358	0.0356345	11.0547
1290	-30529	-30466.1	-62.8722	0.211555	0.158432	1.76756	0.000774493	0.0406962	0.413137	3.54539	0.212802	0.248194	0.188525	0.239043	0.324238	0.0410212	0.25729	0.325715	0.0189861	0.320327	0.0366609	11.1566
1300	-30527	-30465.1	-61.9915	0.207218	0.0552972	0.670828	0.000675616	0.0380406	0.402232	3.55905	0.212957	0.246078	0.186918	0.245531	0.321474	0.0316782	0.262348	0.332118	0.0146799	0.326624	0.0325515	12.1313
1310	-30526	-30465.1	-60.9193	0.2115	0.0228417	0.254697	0.000773172	0.0406619	0.412999	3.54557	0.207042	0.23345	0.193861	0.254651	0.318038	0.0302492	0.250514	0.363813	0.0124504	0.31189	0.0310831	11.1505
1320	-30533.4	-30473.2	-60.1641	0.213644	0.0228417	0.247603	0.000825507	0.0419986	0.41832	3.53886	0.204862	0.246881	0.202079	0.255105	0.295935	0.0301956	0.250069	0.363168	0.0142016	0.311337	0.031028	10.8399
1330	-30537.8	-30477.3	-60.4797	0.209748	0.000850634	0.00918094	0.000732141	0.0395813	0.408616	3.55107	0.201969	0.250862	0.189213	0.259218	0.300707	0.0244622	0.250719	0.365734	0.014302	0.313536	0.0312472	10.7931
1340	-30548	-30487.1	-60.9406	0.203348	0.0834617	0.904193	0.000595155	0.0357292	0.39234	3.57134	0.202524	0.256407	0.197109	0.233229	0.313256	0.0404286	0.244605	0.356816	0.0139532	0.305892	0.0383053	10.8336
1350	-30537.6	-30473.9	-63.6588	0.209098	0.321923	4.89072	0.00071732	0.0391834	0.406982	3.55312	0.217315	0.256407	0.197109	0.233229	0.313256	0.0296292	0.246392	0.359422	0.0178465	0.308126	0.0385851	15.1922
1360	-30533	-30471.1	-61.9569	0.218687	0.203792	2.52539	0.00095815	0.0452035	0.430651	3.52319	0.215224	0.241322	0.197884	0.252014	0.308781	0.0265859	0.24622	0.359172	0.0187648	0.310699	0.0385582	12.392
1370	-30529	-30468.3	-60.7109	0.206018	0.0677259	0.795115	0.000649906	0.0373181	0.399182	3.56285	0.20699	0.245448	0.196807	0.250643	0.307102	0.0265859	0.24622	0.359172	0.0187648	0.310699	0.0385582	11.7402
1380	-30526.2	-30462.8	-63.3889	0.213864	0.33581	4.58794	0.000831032	0.0421371	0.418865	3.53817	0.203099	0.245599	0.196312	0.250797	0.307291	0.0290587	0.246922	0.360196	0.0135703	0.311585	0.0386681	13.6623
1390	-30526.5	-30462.5	-63.9531	0.209704	0.333731	4.48809	0.000731144	0.0395547	0.408507	3.55121	0.214246	0.245408	0.194429	0.255819	0.304343	0.0290587	0.246922	0.360196	0.0135703	0.311585	0.0386681	13.4482
1400	-30538.6	-30473.4	-65.231	0.205507	0.433806	7.11892	0.000639158	0.0370118	0.397877	3.56447	0.213068	0.243485	0.192769	0.254683	0.309064	0.0365985	0.242642	0.353952	0.0161562	0.319419	0.031233	16.4104
1410	-30526.5	-30459.9	-66.5787	0.206204	0.487459	8.77976	0.000653838	0.0374295	0.399655	3.56226	0.205431	0.236912	0.19418	0.256547	0.312361	0.0370036	0.242603	0.353895	0.0161536	0.319368	0.0309764	18.0113
1420	-30534.9	-30467.3	-67.6506	0.209959	0.543679	9.31848	0.000737003	0.039711	0.409146	3.55041	0.205347	0.236535	0.195463	0.256138	0.311864	0.0286947	0.244696	0.356949	0.016293	0.322123	0.0312437	17.1397
1430	-30539.4	-30474.4	-65.0519	0.2215	0.405185	6.26384	0.00103812	0.0470266	0.437417	3.51452	0.22057	0.253433	0.191136	0.250469	0.304961	0.0287399	0.245082	0.357511	0.0163187	0.322631	0.0297177	15.4592
1440	-30530.8	-30468.5	-62.3518	0.222835	0.143332	1.72722	0.00107758	0.0478996	0.440598	3.51043	0.212919	0.244556	0.193409	0.253447	0.308587	0.032513	0.244595	0.356801	0.0144424	0.32199	0.0296586	12.0505
1450	-30526.6	-30462	-64.6436	0.216713	0.227353	3.48203	0.000904622	0.0439393	0.425856	3.5293	0.21205	0.242273	0.193634	0.251081	0.313011	0.0330106	0.248339	0.345064	0.0146635	0.326918	0.0320049	15.3155
1460	-30524.5	-30463.6	-60.9017	0.205233	0.0649692	0.740798	0.000633441	0.0368477	0.397176	3.56534	0.208071	0.244072	0.18765	0.252945	0.315334	0.0341005	0.247899	0.344453	0.0146375	0.32634	0.0325706	11.4023
1470	-30527.7	-30466.4	-61.2798	0.204012	0.106454	1.27921	0.000608444	0.0361215	0.394047	3.56922	0.21723	0.244251	0.187788	0.253131	0.31483	0.0340662	0.24765	0.341891	0.0190658	0.326012	0.0313157	12.0166
1480	-30526	-30463.9	-62.1095	0.201805	0.0531969	0.550108	0.000565044	0.0348235	0.388353	3.57626	0.214447	0.253654	0.189208	0.241087	0.316051	0.0350174	0.247523	0.341715	0.019056	0.325844	0.0308452	10.341
1490	-30526.2	-30464.3	-61.9097	0.203476	0.0345957	0.353091	0.000597699	0.0358046	0.392669	3.57093	0.212508	0.244316	0.191575	0.244104	0.320005	0.0347736	0.245799	0.339336	0.0171519	0.323575	0.0393643	10.2062
1500	-30530.6	-30468.5	-62.0927	0.207425	0.113182	1.36102	0.000680114	0.0381656	0.402756	3.5584	0.210628	0.244203	0.191487	0.253393	0.310917	0.0347736	0.245799	0.339336	0.0171519	0.323575	0.0393643	12.0251
1510	-30519.8	-30458	-61.8314	0.204691	0.0848858	1.06505	0.000622264	0.0365248	0.39579	3.56706	0.212855	0.244435	0.191391	0.253267	0.310907	0.0297901	0.247533	0.341729	0.0154472	0.325858	0.039642	12.5469
1520	-30528.4	-30468.1	-60.3715	0.216425	0.0155489	0.169301	0.000896989	0.043756	0.425153	3.53019	0.212219	0.242257	0.191943	0.253997	0.311804	0.0338817	0.246489	0.340288	0.0153821	0.324484	0.0394748	10.8883
1530	-30529.7	-30468.4	-61.3346	0.206813	0.0540937	0.593017	0.000666858	0.0377961	0.401204	3.56033	0.21644	0.244248	0.185372	0.256013	0.314367	0.0370642	0.243042	0.346165	0.0143689	0.319945	0.0394144	10.9628
1540	-30524.7	-30463.9	-60.7871	0.215272	0.0304285	0.327761	0.000866849	0.043024	0.422329	3.53378	0.209548	0.249169	0.189107	0.241024	0.3207	0.0361917	0.243103	0.346253	0.0150015	0.320026	0.0394244	10.7715
1550	-30535.1	-30473.1	-62.0442	0.219817	0.0996665	1.08559	0.000989737	0.0459325	0.433378	3.5197	0.213213	0.246888	0.196531	0.238817	0.317764	0.0362021	0.243173	0.346352	0.0147181	0.320118	0.0394357	10.8922
1560	-30530.1	-30468.6	-61.4689	0.213293	0.0456881	0.528438	0.000816778	0.0417787	0.417452	3.53995	0.209317	0.236711	0.189564	0.24959	0.324135	0.0362021	0.243173	0.346352	0.0147181	0.320118	0.0394357	11.5662
1570	-30528.9	-30466.7	-62.1748	0.216273	0.118832	1.28477	0.000892963	0.0436589	0.424781	3.53067	0.217317	0.242638	0.19431	0.254704	0.308349	0.0366386	0.246105	0.350528	0.0148955	0.323978	0.0278545	10.8116
1580	-30521.1	-30458.7	-62.4686	0.214767	0.140365	1.50629	0.00085389	0.0427053	0.42109	3.53535	0.215204	0.251346	0.191658	0.252856	0.30414	0.0288732	0.247169	0.352043	0.0169943	0.325378	0.0295419	10.7312
1590	-30530.9	-30467.2	-63.7066	0.216155	0.231713	2.74562	0.00088987	0.0435842	0.424493	3.53103	0.214087	0.247895	0.179518	0.257354	0.315232	0.0355542	0.243645	0.347024	0.0166689	0.320739	0.0363698	11.8492
1600	-30531.8	-30470.7	-61.0978	0.20777	0.0175246	0.197434	0.000687691	0.0383751	0.403632	3.55731	0.204184	0.24804	0.18432	0.253797	0.313843	0.0310247	0.244909	0.348825	0.0162847	0.322404	0.0365525	11.2661
1610	-30525.7	-30464.1	-61.5878	0.211715	0.149158	1.80833	0.000778315	0.0407953	0.413535	3.54489	0.210675	0.242567	0.202317	0.248197	0.306919	0.0310247	0.244909	0.348825	0.0162847	0.322404	0.0365525	12.1236
1620	-30527.5	-30464.8	-62.74	0.210992	0.118159	1.55424	0.000761126	0.0403478	0.411733	3.54716	0.210736	0.248049	0.187822	0.255528	0.308601	0.0306178	0.241698	0.360002	0.0160712	0.318176	0.0334347	13.1538
1630	-30529.9	-30466.9	-62.9963	0.216683	0.281645	3.98046	0.000903832	0.0439204	0.425784	3.52939	0.205418	0.248049	0.187822	0.255528	0.308601	0.0311461	0.241334	0.360392	0.016047	0.317697	0.0333844	14.1329
1640	-30530.4	-30467.9	-62.5875	0.213677	0.192595	2.30924	0.000826342	0.0420195	0.418402	3.53875	0.206287	0.246494	0.188561	0.255886	0.30906	0.0311461	0.241334	0.360392	0.016047	0.317697	0.0333844	11.9901
1650	-30524.1	-30462.2	-61.9088	0.205444	0.141055	1.52832	0.000637848	0.0369742	0.397717	3.56467	0.211691	0.242838	0.191179	0.261506	0.304477	0.0313404	0.242839	0.357843	0.0161471	0.319679	0.0321509	10.8349
1660	-30527	-30464.4	-62.5631	0.211475	0.229573	2.64047	0.000772576	0.0406464	0.412937	3.54564	0.201557	0.242777	0.19113	0.26144	0.304653	0.0294692	0.242973	0.35804	0.0174956	0.319854	0.0321685	11.5016
1670	-30528.8	-30467.3	-61.4383	0.206824	0.111583	1.25275	0.000667092	0.0378027	0.401232	3.5603	0.207003	0.244414	0.186022	0.256368	0.313196	0.0294966	0.243199	0.358373	0.0165812	0.320152	0.0321984	11.227
1680	-30525.1	-30464.7	-60.4313	0.207595	0.0266412	0.294981	0.000683831	0.0382685	0.403187	3.55786	0.203231	0.245168	0.18351	0.257159	0.314162	0.0311973	0.242773	0.357745	0.0165522	0.319591	0.032142	11.0724
1690	-30530.4	-30468.3	-62.1668	0.214717	0.185796	2.1727	0.0008526	0.0426735	0.420965	3.53551	0.21234	0.242126	0.186949	0.250877	0.320048	0.0296457	0.244028	0.359595	0.0166378	0.321244	0.02885	11.694
1700	-30526.1	-30464.4	-61.6952	0.207905	0.155314	1.80788	0.000690654	0.0384568	0.403972	3.55688	0.205832	0.244238	0.188771	0.258099	0.308891	0.0311495	0.228969	0.356344	0.0198415	0.335836	0.0278591	11.6401
1710	-30535.7	-30473.3	-62.3862	0.207608	0.150677	1.97635	0.000684125	0.0382767	0.403221	3.55782	0.214705	0.257492	0.193034	0.250125	0.299348	0.031117	0.22873	0.355972	0.0198207	0.33653	0.02783	13.1164
1720	-30530.8	-30468.2	-62.5807	0.208361	0.202806	2.63628	0.000700755	0.0387337	0.405124	3.55544	0.222576	0.252336	0.193098	0.250207	0.304359	0.0321125	0.228495	0.355606	0.0198004	0.336184	0.0278014	12.999
1730	-30530	-30467.2	-62.7482	0.207926	0.236691	3.33419	0.000691121	0.0384696	0.404026	3.55681	0.21091	0.248923	0.190486	0.246034	0.314557	0.0322033	0.229141	0.356612	0.0198564	0.325064	0.0371235	14.0866
1740	-30529.3	-30468.1	-61.1727	0.20248	0.0782171	0.94407	0.000578067	0.0352181	0.390098	3.57411	0.200485	0.242659	0.193503	0.244298	0.319539	0.0291398	0.253758	0.348698	0.0194157	0.31785	0.031139	12.0699
1750	-30529.5	-30468.1	-61.4283	0.21058	0.109943	1.18645	0.000751439	0.0400933	0.410702	3.54845	0.210047	0.242575	0.191161	0.24997	0.316294	0.0291398	0.253758	0.348698	0.0194157	0.31785	0.031139	10.7915
1760	-30523.6	-30461.5	-62.0736	0.20904	0.10571	1.15696	0.000716007	0.0391479	0.406836	3.5533	0.213457	0.241667	0.194188	0.249034	0.31511	0.0275787	0.255828	0.346982	0.0195741	0.320443	0.0295945	10.9447
1770	-30528.6	-30467.4	-61.1705	0.200566	0.134075	1.71268	0.000541655	0.0341028	0.385134	3.58022	0.206529	0.241735	0.193964	0.249104	0.315198	0.0321991	0.254613	0.345333	0.0194811	0.318921	0.0294539	12.774
1780	-30519.8	-30459	-60.8771	0.210643	0.0615852	0.712804	0.000752913	0.0401321	0.41086	3.54826	0.217773	0.239801	0.194458	0.249739	0.316002	0.0316098	0.249953	0.352424	0.015144	0.316865	0.0340035	11.5743
1790	-30531.4	-30469.7	-61.6979	0.210643	0.146419	1.84168	0.000752913	0.0401321	0.41086	3.54826	0.215781	0.242548	0.19017	0.24766	0.319622	0.0297681	0.249752	0.352141	0.0177524	0.31661	0.0339761	12.5782
1800	-30523.6	-30462.6	-60.9994	0.209167	0.0494534	0.536609	0.000718894	0.0392259	0.407157	3.5529	0.212674	0.239407	0.19187	0.25324	0.315483	0.0301373	0.25285	0.356509	0.0179726	0.308134	0.0343975	10.8508
1810	-30529.3	-30468.4	-60.9485	0.201463	0.0613649	0.722814	0.000558517	0.0346239	0.387466	3.57735	0.218975	0.245268	0.194063	0.24158	0.319089	0.0333658	0.252008	0.355322	0.0179128	0.307108	0.034283	11.779
1820	-30522.1	-30461.2	-60.9919	0.217678	0.0505992	0.566917	0.000930529	0.0445558	0.428205	3.52631	0.223242	0.249467	0.198149	0.245716	0.306668	0.0277332	0.253729	0.359956	0.0148601	0.309205	0.034517	11.2041
1830	-30527.8	-30465.7	-62.1164	0.215797	0.181779	2.30855	0.000880477	0.0433566	0.423616	3.53215	0.226225	0.250393	0.193818	0.246628	0.309161	0.0279194	0.255432	0.362373	0.0139226	0.311281	0.0290711	12.6997
1840	-30530.3	-30468.4	-61.8907	0.212555	0.111285	1.32146	0.000798639	0.0413179	0.415624	3.54226	0.218797	0.245084	0.195191	0.248374	0.311351	0.0340303	0.254233	0.360672	0.0123116	0.309819	0.0289346	11.8745
1850	-30531.4	-30470.8	-60.5968	0.216989	0.00609685	0.0719489	0.000911982	0.0441154	0.426529	3.52844	0.228772	0.24303	0.193556	0.254672	0.308742	0.0335443	0.250601	0.35552	0.0164724	0.316794	0.0270677	11.801
1860	-30530.2	-30467.6	-62.5561	0.210623	0.117057	1.27522	0.00075244	0.0401197	0.410809	3.54832	0.228702	0.243202	0.187945	0.259893	0.30896	0.0283934	0.248492	0.359126	0.0166394	0.320007	0.0273422	10.8939
1870	-30525.4	-30461.4	-63.975	0.212861	0.230031	2.71881	0.00080614	0.0415091	0.416384	3.5413	0.220085	0.244959	0.189303	0.254546	0.311192	0.0361257	0.2462	0.355813	0.0177155	0.317056	0.02709	11.8193
1880	-30528.8	-30467.1	-61.6877	0.199176	0.0254024	0.294963	0.000516232	0.0333012	0.381503	3.58468	0.22471	0.244959	0.189303	0.254546	0.311192	0.0225969	0.243448	0.360823	0.0179649	0.321519	0.0336481	11.6116
1890	-30525.8	-30463.9	-61.9298	0.205931	0.0254024	0.287297	0.000648049	0.0372654	0.398958	3.56313	0.232338	0.253057	0.184054	0.256768	0.30612	0.0321062	0.241406	0.357796	0.0178142	0.318823	0.0320543	11.3098
1900	-30537.7	-30475.2	-62.4987	0.20184	0.141674	1.82265	0.000565699	0.0348434	0.388442	3.57615	0.229881	0.254195	0.182634	0.259412	0.303758	0.0285039	0.242305	0.359128	0.0178805	0.320009	0.0321736	12.865
1910	-30533.8	-30467.5	-66.3127	0.218045	0.198087	2.04861	0.000940506	0.0447909	0.429096	3.52517	0.235437	0.246693	0.184802	0.261142	0.307363	0.0314795	0.240769	0.356852	0.0177672	0.317981	0.0351513	10.342
1920	-30524.3	-30462.3	-62.0219	0.213936	0.126717	1.66601	0.000832826	0.042182	0.419041	3.53794	0.222699	0.254237	0.190643	0.251739	0.30338	0.0307821	0.235435	0.348946	0.0183043	0.33216	0.0343725	13.1475
1930	-30528	-30464.4	-63.632	0.215607	0.100394	1.03795	0.000875548	0.0432366	0.423152	3.53274	0.229436	0.2576	0.18864	0.246596	0.307164	0.0307464	0.235162	0.348541	0.0182831	0.331775	0.0354924	10.3389
1940	-30531.4	-30469.1	-62.2902	0.216088	0.000990028	0.0121651	0.000888094	0.0435413	0.424328	3.53124	0.234955	0.2576	0.18864	0.246596	0.307164	0.0258683	0.234948	0.348223	0.0182664	0.337234	0.03546	12.2876
1950	-30534.6	-30471.1	-63.5617	0.204693	0.1702	2.05297	0.000622304	0.036526	0.395795	3.56706	0.2323	0.259281	0.18987	0.241682	0.309167	0.0259015	0.235249	0.34867	0.0154662	0.337667	0.0370459	12.0622
1960	-30526.4	-30462.5	-63.8758	0.207907	0.0218925	0.222603	0.000690694	0.0384579	0.403977	3.55687	0.240458	0.259281	0.18987	0.241682	0.309167	0.0254713	0.2449	0.342878	0.0182627	0.332058	0.0364305	10.168
1970	-30529.8	-30465.9	-63.874	0.209446	0.301141	4.51147	0.000725247	0.0393967	0.407859	3.55202	0.238478	0.253028	0.185292	0.244303	0.317377	0.0254713	0.2449	0.342878	0.0182627	0.332058	0.0364305	14.9812
1980	-30528.3	-30465.7	-62.6057	0.198886	0.0649484	0.889819	0.00051105	0.0331354	0.380745	3.58561	0.235969	0.252331	0.184781	0.246386	0.316502	0.0249562	0.239948	0.335945	0.0178934	0.345564	0.0356939	13.7004
1990	-30530.5	-30466.4	-64.1097	0.213318	0.180906	2.73193	0.000817406	0.0417946	0.417515	3.53987	0.241462	0.257574	0.176237	0.249388	0.316801	0.0246389	0.23927	0.334997	0.0194269	0.344589	0.0370777	15.1014
2000	-30540.5	-30477.9	-62.5222	0.201455	0.12668	1.63726	0.000558352	0.0346188	0.387444	3.57738	0.239712	0.257574	0.176237	0.249388	0.316801	0.0246389	0.23927	0.334997	0.0194269	0.344589	0.0370777	12.9244
2010	-30537.2	-30475	-62.2148	0.212542	0.00672797	0.0796052	0.000798327	0.04131	0.415592	3.5423	0.254673	0.256483	0.185357	0.239903	0.318257	0.0249346	0.242141	0.339016	0.0211522	0.335233	0.0375225	11.832
2020	-30530.9	-30468.1	-62.7807	0.210664	0.0521896	0.613654	0.000753398	0.0401449	0.410911	3.54819	0.253118	0.244691	0.188489	0.243187	0.323634	0.0311984	0.240586	0.336838	0.0210163	0.33308	0.0372815	11.7582
2030	-30531.5	-30466.3	-65.2079	0.214341	0.185574	2.10575	0.000843047	0.0424368	0.420041	3.53668	0.236662	0.257922	0.185294	0.243743	0.313041	0.0311984	0.240586	0.336838	0.0210163	0.33308	0.0372815	11.3472
2040	-30526.9	-30463.4	-63.5603	0.205093	0.193608	2.57615	0.000630541	0.0367642	0.396818	3.56579	0.238098	0.25493	0.18925	0.243954	0.311867	0.0228917	0.24102	0.344005	0.0210542	0.333681	0.0373488	13.306
2050	-30526.7	-30462.5	-64.1806	0.215362	0.121973	1.75081	0.000869172	0.0430809	0.422549	3.5335	0.24864	0.259406	0.183429	0.239839	0.317326	0.0273939	0.239909	0.34242	0.0209572	0.332143	0.0371767	14.3541
2060	-30536.8	-30472.9	-63.8947	0.207974	0.0333914	0.429552	0.000692171	0.0384985	0.404146	3.55666	0.245538	0.253447	0.195614	0.24542	0.305519	0.0268949	0.246087	0.339766	0.0207948	0.329569	0.0368885	12.8642
2070	-30527	-30462.7	-64.2884	0.206421	0.107041	1.55784	0.000658446	0.0375597	0.400206	3.56158	0.230694	0.255953	0.197548	0.237957	0.308541	0.0286114	0.246205	0.339928	0.0186231	0.329726	0.0369062	14.5537
2080	-30526.1	-30461.9	-64.202	0.212108	0.306816	4.62503	0.000787774	0.0410394	0.414513	3.54366	0.236739	0.248647	0.184506	0.244915	0.321931	0.0288714	0.248442	0.343017	0.0134209	0.329008	0.0372415	15.0743
2090	-30519.7	-30457.5	-62.1858	0.209523	0.0156028	0.192936	0.000726989	0.0394435	0.408051	3.55178	0.236	0.249103	0.185581	0.244253	0.321062	0.0288631	0.248371	0.342919	0.0155504	0.328914	0.0353831	12.3655
2100	-30525.8	-30463.8	-61.9769	0.199814	0.0753806	0.927865	0.000527792	0.0336681	0.383172	3.58263	0.231679	0.249103	0.185581	0.244253	0.321062	0.0306903	0.247258	0.341382	0.0180049	0.32744	0.0352246	12.3091
2110	-30525.5	-30463.6	-61.9074	0.210285	0.000108327	0.00123776	0.000744562	0.0399116	0.409964	3.54938	0.23302	0.244517	0.193206	0.241973	0.320303	0.0300455	0.242063	0.353253	0.0171662	0.32056	0.0369123	11.4261
2120	-30529.5	-30468.1	-61.3307	0.21598	0.0171361	0.204739	0.000885271	0.0434729	0.424065	3.53158	0.22132	0.241134	0.190532	0.252463	0.315871	0.0258389	0.241603	0.358137	0.0176266	0.319952	0.0368423	11.9478
2130	-30529.8	-30468.7	-61.0304	0.20791	0.0229446	0.259228	0.00069076	0.0384597	0.403984	3.55687	0.214679	0.237666	0.187792	0.263214	0.311328	0.0260073	0.243179	0.360471	0.0169901	0.322038	0.0313145	11.298
2140	-30533.4	-30471.2	-62.2861	0.205099	0.143815	1.7533	0.000630674	0.036768	0.396835	3.56577	0.223411	0.246908	0.189523	0.258187	0.305383	0.025965	0.249738	0.370195	0.0202972	0.302272	0.0315337	12.1914
2150	-30533.1	-30469.6	-63.4108	0.207369	0.0978663	1.30947	0.0006789	0.0381319	0.402615	3.55857	0.24123	0.246695	0.185573	0.250677	0.317055	0.0354613	0.236996	0.351306	0.0192616	0.327051	0.0299247	13.3802
2160	-30527	-30465.2	-61.8065	0.22033	0.0681212	0.834925	0.00100432	0.046265	0.434612	3.51812	0.228156	0.246819	0.185667	0.250084	0.31743	0.0343497	0.23155	0.343234	0.0159662	0.343544	0.0313552	12.2565
2170	-30531.3	-30469.7	-61.5982	0.211941	0.00686863	0.0819166	0.00078375	0.0409357	0.414098	3.54418	0.219873	0.246819	0.185667	0.250084	0.31743	0.0350669	0.236385	0.3504	0.0162995	0.329839	0.0320098	11.9262
2180	-30536.6	-30471.6	-64.9659	0.206728	0.00977479	0.0900559	0.000665038	0.0377451	0.400989	3.5606	0.224301	0.255966	0.184219	0.246795	0.313021	0.0360444	0.242974	0.333932	0.015114	0.339033	0.0329021	9.21308
